,split_0,split_1,split_2,averb,averb_s,averb_o,averb_relation,root,root_full,root_s,root_o,fverb,fword,apos,apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices
83,The datasets and code are available at this https URL,,,,,,,available,are available,['The datasets and code'],[],,,,,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,7,The datasets and code are available at this https URL,"['The', 'datasets', 'and', 'code', 'are', 'available', 'at', 'this', 'https', 'URL']",,
84,,BERT,Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis.,,,,,Post,Post,['BERT'],"['-', 'Training for Review Reading Comprehension and Aspect - based Sentiment Analysis', '.']",,Post-Training,"['PROPN', 'PROPN']","['BERT', 'Post']",https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Title,0,BERT Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis.,"['BERT', 'Post-Training', 'for', 'Review', 'Reading', 'Comprehension', 'and', 'Aspect-based', 'Sentiment', 'Analysis.']","(0, 1)","(0, 4)"
85,Language model pre-training has proven to be useful in learning universal language representations.,,,,,,,proven,proven,"['Language model pre - training', 'has']",[],,,,,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,0,Language model pre-training has proven to be useful in learning universal language representations.,"['Language', 'model', 'pre-training', 'has', 'proven', 'to', 'be', 'useful', 'in', 'learning', 'universal', 'language', 'representations.']",,
86,"As a state - of - the - art language model pre - training model ,",BERT ( Bidirectional Encoder Representations from Transformers ),has achieved amazing results in many language understanding tasks .,achieved,"['BERT ( Bidirectional Encoder Representations from Transformers )', 'As', 'a state - of - the - art language model pre - training model ,', 'has']","['amazing results in many language understanding tasks', '.']",1.0,achieved,achieved,"['BERT ( Bidirectional Encoder Representations from Transformers )', 'As', 'a state - of - the - art language model pre - training model ,', 'has']","['amazing results in many language understanding tasks', '.']",has,has,"['PROPN', 'VERB']","['Representations', 'achieved']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,1,"As a state-of-the-art language model pre-training model, BERT (Bidirectional Encoder Representations from Transformers) has achieved amazing results in many language understanding tasks.","['As', 'a', 'state', '-', 'of', '-', 'the', '-', 'art', 'language', 'model', 'pre', '-', 'training', 'model', ',', 'BERT', '(', 'Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', ')', 'has', 'achieved', 'amazing', 'results', 'in', 'many', 'language', 'understanding', 'tasks', '.']","(16, 24)","(65, 129)"
87,"In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of",BERT,on text classification task and provide a general solution for BERT fine - tuning .,to investigate,[],['different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning'],-1.0,conduct,conduct,['we'],"['exhaustive experiments', 'to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning']",provide,on,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'methods']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(16, 17)","(99, 103)"
88,"In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for",BERT,fine - tuning .,provide,[],['a general solution for BERT fine - tuning'],-1.0,conduct,conduct,['we'],"['exhaustive experiments', 'to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning']",,fine,"['PROPN', 'NOUN', 'ADP']","['BERT', 'tuning', 'for']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(27, 28)","(167, 171)"
89,"In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of BERT on text classification task and provide",a general solution for BERT fine - tuning,.,provide,[],['a general solution for BERT fine - tuning'],-1.0,conduct,conduct,['we'],"['exhaustive experiments', 'to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning']",,,"['NOUN', 'VERB', 'NOUN']","['solution', 'provide', 'task']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(23, 31)","(144, 185)"
90,"Finally ,",the proposed solution,obtains new state - of - the - art results on eight widely - studied text classification datasets,,,,,state,state,"['Finally , the proposed solution', 'obtains of the art results on eight widely - studied text classification datasets', 'new']",['-'],obtains,obtains,"['NOUN', 'NOUN']","['solution', 'state']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,3,"Finally, the proposed solution obtains new state-of-the-art results on eight widely-studied text classification datasets","['Finally', ',', 'the', 'proposed', 'solution', 'obtains', 'new', 'state', '-', 'of', '-', 'the', '-', 'art', 'results', 'on', 'eight', 'widely', '-', 'studied', 'text', 'classification', 'datasets']","(2, 5)","(9, 30)"
91,How to Fine-Tune,BERT,for Text Classification?.,,,,,How,How,[],[],,for,"['NOUN', 'NOUN', 'ADJ']","['BERT', 'Tune', 'Fine']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Title,0,How to Fine-Tune BERT for Text Classification?.,"['How', 'to', 'Fine-Tune', 'BERT', 'for', 'Text', 'Classification?.']","(3, 4)","(16, 20)"
92,We show that,BERT,"( Devlin et al . , 2018 ) is a Markov random field language model .",show,['We'],"['that BERT ( Devlin et al . , 2018 )', 'is a Markov random field language model', '.']",-1.0,show,show,['We'],"['that BERT ( Devlin et al . , 2018 )', 'is a Markov random field language model', '.']",is,Devlin,"['PROPN', 'PROPN', 'SCONJ']","['BERT', 'et', 'that']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,0,"We show that BERT (Devlin et al., 2018) is a Markov random field language model.","['We', 'show', 'that', 'BERT', '(', 'Devlin', 'et', 'al', '.', ',', '2018', ')', 'is', 'a', 'Markov', 'random', 'field', 'language', 'model', '.']","(3, 4)","(12, 16)"
93,This formulation gives way to a natural procedure to sample sentences from,BERT,.,gives,"['This', 'formulation']","['way', 'to a natural procedure to sample sentences from BERT', '.']",-1.0,gives,gives,"['This', 'formulation']","['way', 'to a natural procedure to sample sentences from BERT', '.']",,,"['PROPN', 'ADP', 'NOUN']","['BERT', 'from', 'sentences']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,1,This formulation gives way to a natural procedure to sample sentences from BERT.,"['This', 'formulation', 'gives', 'way', 'to', 'a', 'natural', 'procedure', 'to', 'sample', 'sentences', 'from', 'BERT', '.']","(12, 13)","(74, 78)"
94,We generate from,BERT,"and find that it can produce high - quality , fluent generations .",generate,['We'],"['find that it can produce high - quality , fluent generations .']",-1.0,generate,generate,['We'],"['find that it can produce high - quality , fluent generations .']",find,and,"['PROPN', 'ADP', 'VERB']","['BERT', 'from', 'generate']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,2,"We generate from BERT and find that it can produce high-quality, fluent generations.","['We', 'generate', 'from', 'BERT', 'and', 'find', 'that', 'it', 'can', 'produce', 'high', '-', 'quality', ',', 'fluent', 'generations', '.']","(3, 4)","(16, 20)"
95,We generate from BERT and find that,it,"can produce high - quality , fluent generations .",produce,"['it', 'can']","['high - quality', ', fluent generations .']",1.0,generate,generate,['We'],"['find that it can produce high - quality , fluent generations .']",produce,can,"['PRON', 'VERB', 'VERB']","['it', 'produce', 'find']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,2,"We generate from BERT and find that it can produce high-quality, fluent generations.","['We', 'generate', 'from', 'BERT', 'and', 'find', 'that', 'it', 'can', 'produce', 'high', '-', 'quality', ',', 'fluent', 'generations', '.']","(7, 8)","(35, 37)"
96,"Compared to the generations of a traditional left - to - right language model ,",BERT,generates sentences that are more diverse but of slightly worse quality .,Compared,[],[],-1.0,diverse,are diverse,['that'],[],generates,generates,"['PROPN', 'NOUN', 'PUNCT']","['BERT', 'sentences', ',']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,3,"Compared to the generations of a traditional left-to-right language model, BERT generates sentences that are more diverse but of slightly worse quality.","['Compared', 'to', 'the', 'generations', 'of', 'a', 'traditional', 'left', '-', 'to', '-', 'right', 'language', 'model', ',', 'BERT', 'generates', 'sentences', 'that', 'are', 'more', 'diverse', 'but', 'of', 'slightly', 'worse', 'quality', '.']","(15, 16)","(79, 83)"
97,,BERT,"has a Mouth , and It Must Speak : BERT as a Markov Random Field Language Model .",has,['BERT'],"['a Mouth , and It Must Speak : BERT as a Markov Random Field Language Model .']",1.0,has,has,['BERT'],"['a Mouth , and It Must Speak : BERT as a Markov Random Field Language Model .']",has,has,"['PROPN', 'AUX']","['BERT', 'has']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Title,0,"BERT has a Mouth, and It Must Speak: BERT as a Markov Random Field Language Model.","['BERT', 'has', 'a', 'Mouth', ',', 'and', 'It', 'Must', 'Speak', ':', 'BERT', 'as', 'a', 'Markov', 'Random', 'Field', 'Language', 'Model', '.']","(0, 1)","(0, 4)"
98,"BERT has a Mouth , and",It,Must Speak : BERT as a Markov Random Field Language Model .,Must,['It'],[],1.0,has,has,['BERT'],"['a Mouth , and It Must Speak : BERT as a Markov Random Field Language Model .']",,Must,"['PRON', 'VERB', 'VERB']","['It', 'Must', 'Speak']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Title,0,"BERT has a Mouth, and It Must Speak: BERT as a Markov Random Field Language Model.","['BERT', 'has', 'a', 'Mouth', ',', 'and', 'It', 'Must', 'Speak', ':', 'BERT', 'as', 'a', 'Markov', 'Random', 'Field', 'Language', 'Model', '.']","(6, 7)","(22, 24)"
99,"Aspect-based sentiment analysis (ABSA), which aims to identify fine-grained opinion polarity towards a specific aspect, is a challenging subtask of sentiment analysis (SA).",,,,,,,analysis,analysis,"['a', 'Aspect - based sentiment analysis ( ABSA ) , which aims to identify fine - grained opinion polarity towards a specific aspect , is challenging subtask of']",['( SA ) .'],,,,,https://www.semanticscholar.org/paper/Utilizing-BERT-for-Aspect-Based-Sentiment-Analysis-Sun-Huang/0de47f354468283efc7765ec0b3588b2ae483c77,13,Abstract,0,"Aspect-based sentiment analysis (ABSA), which aims to identify fine-grained opinion polarity towards a specific aspect, is a challenging subtask of sentiment analysis (SA).","['Aspect-based', 'sentiment', 'analysis', '(ABSA),', 'which', 'aims', 'to', 'identify', 'fine-grained', 'opinion', 'polarity', 'towards', 'a', 'specific', 'aspect,', 'is', 'a', 'challenging', 'subtask', 'of', 'sentiment', 'analysis', '(SA).']",,
100,"In this paper, we construct an auxiliary sentence from the aspect and convert ABSA to a sentence-pair classification task, such as question answering (QA) and natural language inference (NLI).",,,,,,,construct,construct,"[',', 'we']","['an auxiliary sentence ABSA', 'and', 'convert to a sentence - pair classification task , such as question answering ( QA ) and natural language inference ( NLI ) .']",,,,,https://www.semanticscholar.org/paper/Utilizing-BERT-for-Aspect-Based-Sentiment-Analysis-Sun-Huang/0de47f354468283efc7765ec0b3588b2ae483c77,13,Abstract,1,"In this paper, we construct an auxiliary sentence from the aspect and convert ABSA to a sentence-pair classification task, such as question answering (QA) and natural language inference (NLI).","['In', 'this', 'paper,', 'we', 'construct', 'an', 'auxiliary', 'sentence', 'from', 'the', 'aspect', 'and', 'convert', 'ABSA', 'to', 'a', 'sentence-pair', 'classification', 'task,', 'such', 'as', 'question', 'answering', '(QA)', 'and', 'natural', 'language', 'inference', '(NLI).']",,
