,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
72,"Integrating distributed representations with symbolic operations is essential for reading comprehension requiring complex reasoning, such as counting, sorting and arithmetics, but most existing approaches are hard to scale to more domains or more complex reasoning.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,[],but,0.0,179.0,182.0,179.0,182.0,"[(179, 182)]","['existing', 'approaches']","['Integrating', 'is', 'are', 'scale']",,,,,,,,,,essential,is essential,['Integrating distributed representations with symbolic operations'],[],0,65,78,65,78,,,,,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,0,"Integrating distributed representations with symbolic operations is essential for reading comprehension requiring complex reasoning, such as counting, sorting and arithmetics, but most existing approaches are hard to scale to more domains or more complex reasoning.","['Integrating', 'distributed', 'representations', 'with', 'symbolic', 'operations', 'is', 'essential', 'for', 'reading', 'comprehension', 'requiring', 'complex', 'reasoning,', 'such', 'as', 'counting,', 'sorting', 'and', 'arithmetics,', 'but', 'most', 'existing', 'approaches', 'are', 'hard', 'to', 'scale', 'to', 'more', 'domains', 'or', 'more', 'complex', 'reasoning.']",,,
73,"In this work, we propose the Neural Symbolic Reader (NeRd), which includes a reader, e.g., BERT, to encode the passage and question, and a programmer, e.g., LSTM, to generate a program that is executed to produce the answer.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",propose,0.0,18.0,25.0,18.0,25.0,"[(18, 25)]",['we'],['propose'],,,,,,,,,,propose,propose,"['we', 'the Neural Symbolic Reader ( NeRd ) a reader , e.g. , BERT ,', ',']","['which includes to encode the passage and question , and a programmer , e.g. , LSTM , to generate a program that is executed to produce the answer .']",0,18,26,18,26,,,,,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,1,"In this work, we propose the Neural Symbolic Reader (NeRd), which includes a reader, e.g., BERT, to encode the passage and question, and a programmer, e.g., LSTM, to generate a program that is executed to produce the answer.","['In', 'this', 'work,', 'we', 'propose', 'the', 'Neural', 'Symbolic', 'Reader', '(NeRd),', 'which', 'includes', 'a', 'reader,', 'e.g.,', 'BERT,', 'to', 'encode', 'the', 'passage', 'and', 'question,', 'and', 'a', 'programmer,', 'e.g.,', 'LSTM,', 'to', 'generate', 'a', 'program', 'that', 'is', 'executed', 'to', 'produce', 'the', 'answer.']",,,
74,"Compared to previous works, NeRd is more scalable in two aspects: (1) domain-agnostic, i.e., the same neural architecture works for different domains; (2) compositional, i.e., when needed, complex programs can be generated by recursively applying the predefined operators, which become executable and interpretable representations for more complex reasoning.",,,S,"['PP', ',', 'NP', 'VP', '.']",NeRd,0.0,29.0,33.0,29.0,33.0,"[(29, 33)]",is,0.0,34.0,36.0,34.0,36.0,"[(34, 36)]",['NeRd'],['is'],,,,,,,,,,scalable,is scalable,[],"[': ( 1 ) domain - agnostic , i.e. , the same neural architecture works for different domains', '( 2 ) compositional , i.e. , when needed , complex programs can be generated by recursively applying the predefined operators , which become executable and interpretable representations for more complex reasoning .']",0,34,51,34,51,,,,,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,2,"Compared to previous works, NeRd is more scalable in two aspects: (1) domain-agnostic, i.e., the same neural architecture works for different domains; (2) compositional, i.e., when needed, complex programs can be generated by recursively applying the predefined operators, which become executable and interpretable representations for more complex reasoning.","['Compared', 'to', 'previous', 'works,', 'NeRd', 'is', 'more', 'scalable', 'in', 'two', 'aspects:', '(1)', 'domain-agnostic,', 'i.e.,', 'the', 'same', 'neural', 'architecture', 'works', 'for', 'different', 'domains;', '(2)', 'compositional,', 'i.e.,', 'when', 'needed,', 'complex', 'programs', 'can', 'be', 'generated', 'by', 'recursively', 'applying', 'the', 'predefined', 'operators,', 'which', 'become', 'executable', 'and', 'interpretable', 'representations', 'for', 'more', 'complex', 'reasoning.']",,,
75,"Furthermore, to overcome the challenge of training NeRd with weak supervision, we apply data augmentation techniques and hard Expectation-Maximization (EM) with thresholding.",,,S,"['ADVP', ',', 'S', ',', 'NP', 'VP', '.']",we,0.0,81.0,83.0,81.0,83.0,"[(81, 83)]",apply and,0.0,84.0,122.0,84.0,122.0,"[(84, 89), (119, 122)]",['we'],"['overcome', 'apply']",,,,,,,,,,apply,apply,[],['data augmentation techniques and hard Expectation - Maximization ( EM ) with thresholding'],0,84,90,84,90,,,,,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,3,"Furthermore, to overcome the challenge of training NeRd with weak supervision, we apply data augmentation techniques and hard Expectation-Maximization (EM) with thresholding.","['Furthermore,', 'to', 'overcome', 'the', 'challenge', 'of', 'training', 'NeRd', 'with', 'weak', 'supervision,', 'we', 'apply', 'data', 'augmentation', 'techniques', 'and', 'hard', 'Expectation-Maximization', '(EM)', 'with', 'thresholding.']",,,
76,On,DROP,", a challenging reading comprehension dataset that requires discrete reasoning , NeRd achieves 2.5 % /1.8 % absolute improvement over the state-of-the-art on EM/F1 metrics .",S,"['PP', 'NP', 'VP', '.']",NeRd,2.0,89.0,93.0,81.0,85.0,"[(89, 93)]",achieves,2.0,94.0,102.0,86.0,94.0,"[(94, 102)]",['NeRd'],['achieves'],,,,,,,,,,comprehension,comprehension,"['a challenging', 'reading']","['On DROP , dataset that requires discrete reasoning , NeRd achieves 2.5 % /1.8 % absolute improvement over the state - of - the - art on EM / F1 metrics .']",2,32,46,24,38,challenging,a,"['NOUN', 'ADP', 'NOUN']","['DROP', 'On', 'dataset']",https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,4,"On DROP, a challenging reading comprehension dataset that requires discrete reasoning, NeRd achieves 2.5%/1.8% absolute improvement over the state-of-the-art on EM/F1 metrics.","['On', 'DROP', ',', 'a', 'challenging', 'reading', 'comprehension', 'dataset', 'that', 'requires', 'discrete', 'reasoning', ',', 'NeRd', 'achieves', '2.5', '%', '/1.8', '%', 'absolute', 'improvement', 'over', 'the', 'state-of-the-art', 'on', 'EM/F1', 'metrics', '.']","(1, 2)","(2, 6)",0.0
77,"With the same architecture, NeRd significantly outperforms the baselines on MathQA, a math problem benchmark that requires multiple steps of reasoning, by 25.5% absolute increment on accuracy when trained on all the annotated programs.",,,S,"['PP', ',', 'NP', 'VP', '.']",NeRd,0.0,29.0,33.0,29.0,33.0,"[(29, 33)]",outperforms,0.0,48.0,59.0,48.0,59.0,"[(48, 59)]",['NeRd'],['outperforms'],,,,,,,,,,outperforms,outperforms,"['the same architecture', ', NeRd', 'the baselines on MathQA']",[],0,48,60,48,60,,,,,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,5,"With the same architecture, NeRd significantly outperforms the baselines on MathQA, a math problem benchmark that requires multiple steps of reasoning, by 25.5% absolute increment on accuracy when trained on all the annotated programs.","['With', 'the', 'same', 'architecture,', 'NeRd', 'significantly', 'outperforms', 'the', 'baselines', 'on', 'MathQA,', 'a', 'math', 'problem', 'benchmark', 'that', 'requires', 'multiple', 'steps', 'of', 'reasoning,', 'by', '25.5%', 'absolute', 'increment', 'on', 'accuracy', 'when', 'trained', 'on', 'all', 'the', 'annotated', 'programs.']",,,
78,"More importantly, NeRd still beats the baselines even when only 20% of the program annotations are given.",,,S,"['ADVP', ',', 'NP', 'ADVP', 'VP', '.']",NeRd,0.0,19.0,23.0,19.0,23.0,"[(19, 23)]",beats,0.0,30.0,35.0,30.0,35.0,"[(30, 35)]",['NeRd'],['beats'],,,,,,,,,,beats,beats,['still'],['the baselines'],0,30,36,30,36,,,,,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,6,"More importantly, NeRd still beats the baselines even when only 20% of the program annotations are given.","['More', 'importantly,', 'NeRd', 'still', 'beats', 'the', 'baselines', 'even', 'when', 'only', '20%', 'of', 'the', 'program', 'annotations', 'are', 'given.']",,,
79,Neural Symbolic Reader: Scalable Integration of Distributed and Symbolic Representations for Reading Comprehension.,,,NP,"['NP', ':', 'NP', '.']",Neural Symbolic Reader Scalable Integration,0.0,0.0,45.0,0.0,45.0,"[(0, 6), (7, 15), (16, 22), (25, 33), (34, 45)]",,,,,,,[],"['Neural', 'Symbolic', 'Reader', 'Scalable', 'Integration']",[],,,,,,,,,,Symbolic,Symbolic,['Neural .'],"['Reader Scalable Integration of Distributed and Symbolic Representations for Reading Comprehension', ':']",0,7,16,7,16,,,,,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Title,0,Neural Symbolic Reader: Scalable Integration of Distributed and Symbolic Representations for Reading Comprehension.,"['Neural', 'Symbolic', 'Reader:', 'Scalable', 'Integration', 'of', 'Distributed', 'and', 'Symbolic', 'Representations', 'for', 'Reading', 'Comprehension.']",,,
80,A key component of successfully reading a passage of text is the ability to apply knowledge gained from the passage to a new situation.,,,S,"['NP', 'VP', '.']",A key component,0.0,0.0,15.0,0.0,15.0,"[(0, 1), (2, 5), (6, 15)]",is,0.0,58.0,60.0,58.0,60.0,"[(58, 60)]","['A', 'key', 'component']",['is'],,,,,,,,,,the,is the,['A key component of successfully reading a passage of text'],['ability to apply knowledge gained from the passage to a new situation'],0,58,65,58,65,,,,,https://www.semanticscholar.org/paper/Reasoning-Over-Paragraph-Effects-in-Situations-Lin-Tafjord/2ebb01d08022a52c1025302379873dedb5100035,10,Abstract,0,A key component of successfully reading a passage of text is the ability to apply knowledge gained from the passage to a new situation.,"['A', 'key', 'component', 'of', 'successfully', 'reading', 'a', 'passage', 'of', 'text', 'is', 'the', 'ability', 'to', 'apply', 'knowledge', 'gained', 'from', 'the', 'passage', 'to', 'a', 'new', 'situation.']",,,
81,"In order to facilitate progress on this kind of reading, we present ROPES, a challenging benchmark for reading comprehension targeting Reasoning Over Paragraph Effects in Situations.",,,S,"['SBAR', ',', 'NP', 'VP', '.']",we,0.0,58.0,60.0,58.0,60.0,"[(58, 60)]",present,0.0,61.0,68.0,61.0,68.0,"[(61, 68)]",['we'],['present'],,,,,,,,,,present,present,"['order to facilitate progress on', 'this kind of reading', ',', 'we']","['ROPES , a challenging benchmark for reading comprehension targeting Reasoning Over Paragraph Effects in Situations']",0,61,69,61,69,,,,,https://www.semanticscholar.org/paper/Reasoning-Over-Paragraph-Effects-in-Situations-Lin-Tafjord/2ebb01d08022a52c1025302379873dedb5100035,10,Abstract,1,"In order to facilitate progress on this kind of reading, we present ROPES, a challenging benchmark for reading comprehension targeting Reasoning Over Paragraph Effects in Situations.","['In', 'order', 'to', 'facilitate', 'progress', 'on', 'this', 'kind', 'of', 'reading,', 'we', 'present', 'ROPES,', 'a', 'challenging', 'benchmark', 'for', 'reading', 'comprehension', 'targeting', 'Reasoning', 'Over', 'Paragraph', 'Effects', 'in', 'Situations.']",,,
82,"We target expository language describing causes and effects (e.g., ""animal pollinators increase efficiency of fertilization in flowers""), as they have clear implications for new situations.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",target,0.0,3.0,9.0,3.0,9.0,"[(3, 9)]",['We'],['target'],,,,,,,,,,implications,implications,"['We target expository language describing causes and effects ( e.g. , "" animal pollinators increase efficiency of fertilization in flowers "" ) , as they have clear .']",[],0,163,176,163,176,,,,,https://www.semanticscholar.org/paper/Reasoning-Over-Paragraph-Effects-in-Situations-Lin-Tafjord/2ebb01d08022a52c1025302379873dedb5100035,10,Abstract,2,"We target expository language describing causes and effects (e.g., ""animal pollinators increase efficiency of fertilization in flowers""), as they have clear implications for new situations.","['We', 'target', 'expository', 'language', 'describing', 'causes', 'and', 'effects', '(e.g.,', '""animal', 'pollinators', 'increase', 'efficiency', 'of', 'fertilization', 'in', 'flowers""),', 'as', 'they', 'have', 'clear', 'implications', 'for', 'new', 'situations.']",,,
83,"A system is presented a background passage containing at least one of these relations, a novel situation that uses this background, and questions that require reasoning about effects of the relationships in the background passage in the context of the situation.",,,S,"['NP', 'VP', '.']",A system,0.0,0.0,8.0,0.0,8.0,"[(0, 1), (2, 8)]",is presented,0.0,9.0,21.0,9.0,21.0,"[(9, 11), (12, 21)]","['A', 'system']","['is', 'presented']",,,,,,,,,,presented,is presented,['A system'],"['a background passage containing at least one of these relations , a novel situation that uses this background , and questions that require reasoning about effects of the relationships in the background passage in the context of the situation']",0,9,22,9,22,,,,,https://www.semanticscholar.org/paper/Reasoning-Over-Paragraph-Effects-in-Situations-Lin-Tafjord/2ebb01d08022a52c1025302379873dedb5100035,10,Abstract,3,"A system is presented a background passage containing at least one of these relations, a novel situation that uses this background, and questions that require reasoning about effects of the relationships in the background passage in the context of the situation.","['A', 'system', 'is', 'presented', 'a', 'background', 'passage', 'containing', 'at', 'least', 'one', 'of', 'these', 'relations,', 'a', 'novel', 'situation', 'that', 'uses', 'this', 'background,', 'and', 'questions', 'that', 'require', 'reasoning', 'about', 'effects', 'of', 'the', 'relationships', 'in', 'the', 'background', 'passage', 'in', 'the', 'context', 'of', 'the', 'situation.']",,,
84,"We collect background passages from science textbooks and Wikipedia that contain such phenomena, and ask crowd workers to author situations, questions, and answers, resulting in a 14,102 question dataset.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",collect and ask resulting,0.0,3.0,178.0,3.0,178.0,"[(3, 10), (98, 101), (102, 105), (169, 178)]",['We'],"['collect', 'ask', 'resulting']",,,,,,,,,,We,We,[],"['collect background passages from science textbooks and Wikipedia that contain such phenomena , and ask crowd workers to author situations , questions , and answers , resulting in a 14,102 question dataset .']",0,0,3,0,3,,,,,https://www.semanticscholar.org/paper/Reasoning-Over-Paragraph-Effects-in-Situations-Lin-Tafjord/2ebb01d08022a52c1025302379873dedb5100035,10,Abstract,4,"We collect background passages from science textbooks and Wikipedia that contain such phenomena, and ask crowd workers to author situations, questions, and answers, resulting in a 14,102 question dataset.","['We', 'collect', 'background', 'passages', 'from', 'science', 'textbooks', 'and', 'Wikipedia', 'that', 'contain', 'such', 'phenomena,', 'and', 'ask', 'crowd', 'workers', 'to', 'author', 'situations,', 'questions,', 'and', 'answers,', 'resulting', 'in', 'a', '14,102', 'question', 'dataset.']",,,
85,We analyze the challenges of this task and evaluate the performance of state-of-the-art reading comprehension models.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",analyze and evaluate,0.0,3.0,51.0,3.0,51.0,"[(3, 10), (39, 42), (43, 51)]",['We'],"['analyze', 'evaluate']",,,,,,,,,,analyze,analyze,['We'],"['the challenges of this task and', 'evaluate the performance of state - of - the - art reading comprehension models .']",0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Reasoning-Over-Paragraph-Effects-in-Situations-Lin-Tafjord/2ebb01d08022a52c1025302379873dedb5100035,10,Abstract,5,We analyze the challenges of this task and evaluate the performance of state-of-the-art reading comprehension models.,"['We', 'analyze', 'the', 'challenges', 'of', 'this', 'task', 'and', 'evaluate', 'the', 'performance', 'of', 'state-of-the-art', 'reading', 'comprehension', 'models.']",,,
