,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,order_cluster
78,"Since ReviewRC has limited training examples for RRC ( and also for aspect - based sentiment analysis ) , we then explore a novel post - training approach on the popular language model BERT to enhance the performance of fine - tuning of",BERT,for RRC .,S,"['SBAR', ',', 'NP', 'ADVP', 'VP', '.']",we,0.0,106.0,108.0,106.0,108.0,explore,0.0,114.0,121.0,114.0,121.0,['we'],['explore'],enhance,['to'],['the performance of fine - tuning of BERT for RRC'],-1.0,0.0,193.0,201.0,193.0,201.0,has,has,"['Since', 'ReviewRC']","['limited training examples for RRC ( and also for aspect - based sentiment analysis ) , we then explore a novel post - training approach on the popular language model BERT to enhance the performance of fine - tuning of BERT for RRC']",0,15,19,15,19,,for,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'tuning']",https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,4,"In this work, we first build an RRC dataset called ReviewRC based on a popular benchmark for aspect-based sentiment analysis.","['Since', 'ReviewRC', 'has', 'limited', 'training', 'examples', 'for', 'RRC', '(', 'and', 'also', 'for', 'aspect', '-', 'based', 'sentiment', 'analysis', ')', ',', 'we', 'then', 'explore', 'a', 'novel', 'post', '-', 'training', 'approach', 'on', 'the', 'popular', 'language', 'model', 'BERT', 'to', 'enhance', 'the', 'performance', 'of', 'fine', '-', 'tuning', 'of', 'BERT', 'for', 'RRC', '.']","(43, 44)","(236, 240)",0.0,32.0
79,"Since ReviewRC has limited training examples for RRC ( and also for aspect - based sentiment analysis ) , we then explore",a novel post - training approach on the popular language model BERT,to enhance the performance of fine - tuning of BERT for RRC .,S,"['SBAR', ',', 'NP', 'ADVP', 'VP', '.']",we,0.0,106.0,108.0,106.0,108.0,explore,0.0,114.0,121.0,114.0,121.0,['we'],['explore'],explore,[],"['a novel post - training approach on the popular language model BERT', 'to enhance the performance of fine - tuning of BERT for RRC']",-1.0,0.0,114.0,122.0,114.0,122.0,has,has,"['Since', 'ReviewRC']","['limited training examples for RRC ( and also for aspect - based sentiment analysis ) , we then explore a novel post - training approach on the popular language model BERT to enhance the performance of fine - tuning of BERT for RRC']",0,15,19,15,19,enhance,to,"['NOUN', 'VERB', 'ADV']","['approach', 'explore', 'then']",https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,4,"In this work, we first build an RRC dataset called ReviewRC based on a popular benchmark for aspect-based sentiment analysis.","['Since', 'ReviewRC', 'has', 'limited', 'training', 'examples', 'for', 'RRC', '(', 'and', 'also', 'for', 'aspect', '-', 'based', 'sentiment', 'analysis', ')', ',', 'we', 'then', 'explore', 'a', 'novel', 'post', '-', 'training', 'approach', 'on', 'the', 'popular', 'language', 'model', 'BERT', 'to', 'enhance', 'the', 'performance', 'of', 'fine', '-', 'tuning', 'of', 'BERT', 'for', 'RRC', '.']","(22, 34)","(121, 188)",63.0,31.0
80,To show the generality of,the approach,", the proposed post - training is also applied to some other review - based tasks such as aspect extraction and aspect sentiment classification in aspect - based sentiment analysis .",S,"['TO', 'VB', 'NP', ',', 'NP', 'VP', '.']",the generality the post - training,0.0,8.0,69.0,8.0,69.0,show is applied,0.0,3.0,85.0,3.0,85.0,"['the', 'generality', 'the', 'post', '-', 'training']","['show', 'is', 'applied']",To show,[],"['the generality of the approach , the proposed post - training']",-1.0,0.0,0.0,8.0,0.0,8.0,applied,applied,[],[],2,78,86,39,47,proposed,the,"['NOUN', 'ADP', 'NOUN']","['approach', 'of', 'generality']",https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,5,"Since ReviewRC has limited training examples for RRC (and also for aspect-based sentiment analysis), we then explore a novel post-training approach on the popular language model BERT to enhance the performance of fine-tuning of BERT for RRC.","['To', 'show', 'the', 'generality', 'of', 'the', 'approach', ',', 'the', 'proposed', 'post', '-', 'training', 'is', 'also', 'applied', 'to', 'some', 'other', 'review', '-', 'based', 'tasks', 'such', 'as', 'aspect', 'extraction', 'and', 'aspect', 'sentiment', 'classification', 'in', 'aspect', '-', 'based', 'sentiment', 'analysis', '.']","(5, 7)","(25, 37)",-1.0,172.0
81,"To show the generality of the approach ,",the proposed post - training,is also applied to some other review - based tasks such as aspect extraction and aspect sentiment classification in aspect - based sentiment analysis .,S,"['TO', 'VB', 'NP', ',', 'NP', 'VP', '.']",the generality the post - training,0.0,8.0,69.0,8.0,69.0,show is applied,0.0,3.0,85.0,3.0,85.0,"['the', 'generality', 'the', 'post', '-', 'training']","['show', 'is', 'applied']",To show,[],"['the generality of the approach , the proposed post - training']",-1.0,0.0,0.0,8.0,0.0,8.0,applied,applied,[],[],2,78,86,8,16,is,is,"['NOUN', 'ADP', 'NOUN']","['training', 'of', 'generality']",https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,5,"Since ReviewRC has limited training examples for RRC (and also for aspect-based sentiment analysis), we then explore a novel post-training approach on the popular language model BERT to enhance the performance of fine-tuning of BERT for RRC.","['To', 'show', 'the', 'generality', 'of', 'the', 'approach', ',', 'the', 'proposed', 'post', '-', 'training', 'is', 'also', 'applied', 'to', 'some', 'other', 'review', '-', 'based', 'tasks', 'such', 'as', 'aspect', 'extraction', 'and', 'aspect', 'sentiment', 'classification', 'in', 'aspect', '-', 'based', 'sentiment', 'analysis', '.']","(8, 13)","(40, 68)",-1.0,173.0
82,Experimental results demonstrate that,the proposed post - training,is highly effective .,S,"['NP', 'VP', '.']",Experimental results,0.0,0.0,20.0,0.0,20.0,demonstrate,0.0,21.0,32.0,21.0,32.0,"['Experimental', 'results']",['demonstrate'],demonstrate,[],[],-1.0,0.0,21.0,33.0,21.0,33.0,results,results,['Experimental'],['demonstrate that the proposed post - training is highly effective .'],0,13,21,13,21,is,is,"['NOUN', 'ADV', 'ADJ']","['training', 'highly', 'effective']",https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,6,"To show the generality of the approach, the proposed post-training is also applied to some other review-based tasks such as aspect extraction and aspect sentiment classification in aspect-based sentiment analysis.","['Experimental', 'results', 'demonstrate', 'that', 'the', 'proposed', 'post', '-', 'training', 'is', 'highly', 'effective', '.']","(4, 9)","(37, 65)",-1.0,95.0
83,Experimental results demonstrate that the proposed post-training is highly effective.,,,S,"['NP', 'VP', '.']",Experimental results,0.0,0.0,20.0,0.0,20.0,demonstrate,0.0,21.0,32.0,21.0,32.0,"['Experimental', 'results']",['demonstrate'],,,,,,,,,,results,results,['Experimental'],['demonstrate that the proposed post - training is highly effective .'],0,13,21,13,21,,,,,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,7,Experimental results demonstrate that the proposed post-training is highly effective.,"['Experimental', 'results', 'demonstrate', 'that', 'the', 'proposed', 'post-training', 'is', 'highly', 'effective.']",,,,96.0
84,The datasets and code are available at this https URL,,,S,"['NP', 'VP']",The datasets code,0.0,0.0,21.0,0.0,21.0,are,0.0,22.0,25.0,22.0,25.0,"['The', 'datasets', 'code']",['are'],,,,,,,,,,available,are available,['The datasets and code'],[],0,22,36,22,36,,,,,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,8,The datasets and code are available at this https URL,"['The', 'datasets', 'and', 'code', 'are', 'available', 'at', 'this', 'https', 'URL']",,,,119.0
85,,BERT,Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis .,NP,"['NP', 'NNP', 'NP', 'HYPH', 'NP', '.']",BERT Post - Training Sentiment Analysis,1.0,0.0,91.0,0.0,91.0,,,,,,,"['BERT', 'Post', '-', 'Training', 'Sentiment', 'Analysis']",[],,,,,,,,,,Post,Post,['BERT'],"['-', 'Training for Review Reading Comprehension and Aspect - based Sentiment Analysis', '.']",2,5,10,0,5,,Post-Training,"['PROPN', 'PROPN']","['BERT', 'Post']",https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Title,0,BERT Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis.,"['BERT', 'Post-Training', 'for', 'Review', 'Reading', 'Comprehension', 'and', 'Aspect-based', 'Sentiment', 'Analysis', '.']","(0, 1)","(0, 4)",0.0,209.0
86,Language model pre-training has proven to be useful in learning universal language representations.,,,S,"['NP', 'VP', '.']",Language model - training,0.0,0.0,29.0,0.0,29.0,has proven,0.0,30.0,40.0,30.0,40.0,"['Language', 'model', '-', 'training']","['has', 'proven', 'be']",,,,,,,,,,proven,proven,"['Language model pre - training', 'has']",[],0,34,41,34,41,,,,,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,0,Language model pre-training has proven to be useful in learning universal language representations.,"['Language', 'model', 'pre-training', 'has', 'proven', 'to', 'be', 'useful', 'in', 'learning', 'universal', 'language', 'representations.']",,,,170.0
87,"As a state - of - the - art language model pre - training model ,",BERT ( Bidirectional Encoder Representations from Transformers ),has achieved amazing results in many language understanding tasks .,S,"['PP', ',', 'NP', 'VP', '.']",BERT Bidirectional Encoder Representations,1.0,66.0,110.0,0.0,44.0,has achieved,2.0,131.0,143.0,0.0,12.0,"['BERT', 'Bidirectional', 'Encoder', 'Representations']","['has', 'achieved']",achieved,"['BERT ( Bidirectional Encoder Representations from Transformers )', 'As', 'a state - of - the - art language model pre - training model ,', 'has']","['amazing results in many language understanding tasks', '.']",1.0,2.0,135.0,144.0,4.0,13.0,achieved,achieved,"['BERT ( Bidirectional Encoder Representations from Transformers )', 'As', 'a state - of - the - art language model pre - training model ,', 'has']","['amazing results in many language understanding tasks', '.']",2,135,144,4,13,has,has,"['PROPN', 'VERB']","['Representations', 'achieved']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,1,"As a state-of-the-art language model pre-training model, BERT (Bidirectional Encoder Representations from Transformers) has achieved amazing results in many language understanding tasks.","['As', 'a', 'state', '-', 'of', '-', 'the', '-', 'art', 'language', 'model', 'pre', '-', 'training', 'model', ',', 'BERT', '(', 'Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', ')', 'has', 'achieved', 'amazing', 'results', 'in', 'many', 'language', 'understanding', 'tasks', '.']","(16, 24)","(65, 129)",0.0,205.0
88,"In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of",BERT,on text classification task and provide a general solution for BERT fine - tuning .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,conduct,0.0,19.0,26.0,19.0,26.0,['we'],['conduct'],to investigate,[],['different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning'],-1.0,0.0,50.0,65.0,50.0,65.0,conduct,conduct,['we'],"['exhaustive experiments', 'to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning']",0,19,27,19,27,provide,on,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'methods']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(16, 17)","(99, 103)",0.0,30.0
89,"In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for",BERT,fine - tuning .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,conduct,0.0,19.0,26.0,19.0,26.0,['we'],['conduct'],provide,[],['a general solution for BERT fine - tuning'],-1.0,0.0,137.0,145.0,137.0,145.0,conduct,conduct,['we'],"['exhaustive experiments', 'to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning']",0,19,27,19,27,,fine,"['PROPN', 'NOUN', 'ADP']","['BERT', 'tuning', 'for']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(27, 28)","(167, 171)",0.0,29.0
90,"In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of BERT on text classification task and provide",a general solution for BERT fine - tuning,.,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,conduct,0.0,19.0,26.0,19.0,26.0,['we'],['conduct'],provide,[],['a general solution for BERT fine - tuning'],-1.0,0.0,137.0,145.0,137.0,145.0,conduct,conduct,['we'],"['exhaustive experiments', 'to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning']",0,19,27,19,27,,,"['NOUN', 'VERB', 'NOUN']","['solution', 'provide', 'task']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(23, 31)","(144, 185)",23.0,28.0
91,"Finally ,",the proposed solution,obtains new state - of - the - art results on eight widely - studied text classification datasets,S,"['ADVP', ',', 'NP', 'VP']",the solution,1.0,10.0,31.0,0.0,21.0,,,,,,,"['the', 'solution']",[],,,,,,,,,,state,state,"['Finally , the proposed solution', 'obtains of the art results on eight widely - studied text classification datasets', 'new']",['-'],2,44,50,12,18,obtains,obtains,"['NOUN', 'NOUN']","['solution', 'state']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,3,"Finally, the proposed solution obtains new state-of-the-art results on eight widely-studied text classification datasets","['Finally', ',', 'the', 'proposed', 'solution', 'obtains', 'new', 'state', '-', 'of', '-', 'the', '-', 'art', 'results', 'on', 'eight', 'widely', '-', 'studied', 'text', 'classification', 'datasets']","(2, 5)","(9, 30)",-1.0,157.0
92,How to Fine-Tune,BERT,for Text Classification ? .,FRAG,"['WHADVP', 'PP', '.', '.']",,,,,,,,,,,,,[],[],,,,,,,,,,How,How,[],[],0,0,4,0,4,,for,"['NOUN', 'NOUN', 'ADJ']","['BERT', 'Tune', 'Fine']",https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Title,0,How to Fine-Tune BERT for Text Classification?.,"['How', 'to', 'Fine-Tune', 'BERT', 'for', 'Text', 'Classification', '?', '.']","(3, 4)","(16, 20)",0.0,
93,We show that,BERT,"( Devlin et al . , 2018 ) is a Markov random field language model .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,show,0.0,3.0,7.0,3.0,7.0,['We'],['show'],show,['We'],"['that BERT ( Devlin et al . , 2018 )', 'is a Markov random field language model', '.']",-1.0,0.0,3.0,8.0,3.0,8.0,show,show,['We'],"['that BERT ( Devlin et al . , 2018 )', 'is a Markov random field language model', '.']",0,3,8,3,8,is,Devlin,"['PROPN', 'PROPN', 'SCONJ']","['BERT', 'et', 'that']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,0,"We show that BERT (Devlin et al., 2018) is a Markov random field language model.","['We', 'show', 'that', 'BERT', '(', 'Devlin', 'et', 'al', '.', ',', '2018', ')', 'is', 'a', 'Markov', 'random', 'field', 'language', 'model', '.']","(3, 4)","(12, 16)",0.0,78.0
94,This formulation gives way to a natural procedure to sample sentences from,BERT,.,S,"['NP', 'VP', '.']",This formulation,0.0,0.0,16.0,0.0,16.0,gives,0.0,17.0,22.0,17.0,22.0,"['This', 'formulation']",['gives'],gives,"['This', 'formulation']","['way', 'to a natural procedure to sample sentences from BERT', '.']",-1.0,0.0,17.0,23.0,17.0,23.0,gives,gives,"['This', 'formulation']","['way', 'to a natural procedure to sample sentences from BERT', '.']",0,17,23,17,23,,,"['PROPN', 'ADP', 'NOUN']","['BERT', 'from', 'sentences']",https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,1,This formulation gives way to a natural procedure to sample sentences from BERT.,"['This', 'formulation', 'gives', 'way', 'to', 'a', 'natural', 'procedure', 'to', 'sample', 'sentences', 'from', 'BERT', '.']","(12, 13)","(74, 78)",0.0,130.0
