,src,alignsegments,aligntypes,alignctypes
2880,"mean [ SD ] age , 52 [ 7 ] years","['mean [ SD ] age , 52 [ 7 ] years']",['NP'],"[['VB', '-LRB-', 'NN', '-RRB-', 'NN', ',', 'CD', '-LRB-', 'CD', '-RRB-', 'NNS']]"
2881,"height , 154 [ 6 ] cm","['height ,', '154 [ 6 ]', 'cm']","['NP', 'QP', 'NP']","[['NN', ','], ['CD', '-LRB-', 'CD', '-RRB-'], ['.']]"
2882,"weight , 54 [ 7 ] kg","['weight ,', '54 [ 7 ]', 'kg']","['NP', 'QP', 'NP']","[['NN', ','], ['CD', '-LRB-', 'CD', '-RRB-'], ['XX']]"
2911,Japanese women who underwent breast cancer surgery .,"['Japanese women', 'who', 'underwent', 'breast cancer surgery .']","['NP', 'WHNP', 'VP', 'NP']","[['JJ', 'NNS'], ['WP'], ['VBD'], ['NN', 'NN', 'NN', '.']]"
2928,breast cancer surgery :,['breast cancer surgery :'],['NP'],"[['NN', 'NN', 'NN', ':']]"
2929,Japanese patients .,['Japanese patients .'],['NP'],"[['JJ', 'NNS', '.']]"
2933,breast cancer surgery :,['breast cancer surgery :'],['NP'],"[['NN', 'NN', 'NN', ':']]"
2934,Japanese patients .,['Japanese patients .'],['NP'],"[['JJ', 'NNS', '.']]"
2939,primary Raynaud 's phenomenon ( RP ) in Korea .,"[""primary Raynaud 's phenomenon ( RP )"", 'in', 'Korea .']","['NP', 'PP', 'NP']","[['JJ', 'NNP', 'POS', 'NN', '-LRB-', 'NNP', '-RRB-'], ['IN'], ['NNP', '.']]"
2955,Ninety-three subjects,['Ninety - three subjects'],['NP'],"[['CD', 'HYPH', 'CD', 'NNS']]"
2956,Ninety-three subjects,['Ninety - three subjects'],['NP'],"[['CD', 'HYPH', 'CD', 'NNS']]"
2962,primary RP in Korean patients .,"['primary RP', 'in', 'Korean patients', '.']","['NP', 'PP', 'NP', 'FRAG']","[['JJ', 'NN'], ['IN'], ['JJ', 'NNS'], ['.']]"
2966,Korean patients .,['Korean patients .'],['NP'],"[['JJ', 'NNS', '.']]"
2970,primary RP patients .,['primary RP patients .'],['NP'],"[['JJ', 'NNP', 'NNS', '.']]"
2972,RP patients .,['RP patients .'],['NP'],"[['NNP', 'NNS', '.']]"
2974,patients with primary Raynaud 's phenomenon in South Korea ;,"['patients', 'with', ""primary Raynaud 's phenomenon"", 'in', 'South Korea ;']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NNP', 'POS', 'NN'], ['IN'], ['NNP', 'NNP', ':']]"
2979,patients with primary Raynaud 's phenomenon in South Korea ;,"['patients', 'with', ""primary Raynaud 's phenomenon"", 'in', 'South Korea ;']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NNP', 'POS', 'NN'], ['IN'], ['NNP', 'NNP', ':']]"
3000,61 ASA physical status I-III patients scheduled for elective unilateral total knee arthroplasty ( TKA ) under spinal anesthesia ( SA ),"['61 ASA physical status I - III patients', 'scheduled', 'for', 'elective unilateral total knee arthroplasty ( TKA )', 'under', 'spinal anesthesia ( SA )']","['NP', 'VP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNP', 'JJ', 'NN', 'NNP', 'HYPH', 'NNP', 'NNS'], ['VBN'], ['IN'], ['JJ', 'JJ', 'NN', 'NN', 'NNP', '-LRB-', 'NNP', '-RRB-'], ['IN'], ['JJ', 'NNP', '-LRB-', 'NNP', '-RRB-']]"
3001,61 ASA physical status I-III patients scheduled for elective unilateral total knee arthroplasty ( TKA ) under spinal anesthesia ( SA ),"['61 ASA physical status I - III patients', 'scheduled', 'for', 'elective unilateral total knee arthroplasty ( TKA )', 'under', 'spinal anesthesia ( SA )']","['NP', 'VP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNP', 'JJ', 'NN', 'NNP', 'HYPH', 'NNP', 'NNS'], ['VBN'], ['IN'], ['JJ', 'JJ', 'NN', 'NN', 'NNP', '-LRB-', 'NNP', '-RRB-'], ['IN'], ['JJ', 'NNP', '-LRB-', 'NNP', '-RRB-']]"
3045,after total knee arthroplasty ( TKA ) .,['after total knee arthroplasty ( TKA ) .'],['NP'],"[['IN', 'JJ', 'NN', 'NNP', '-LRB-', 'NNP', '-RRB-', '.']]"
3048,total knee arthroplasty ( TKA ) .,['total knee arthroplasty ( TKA ) .'],['NP'],"[['JJ', 'NN', 'NNP', '-LRB-', 'NNP', '-RRB-', '.']]"
3051,patients with atrial fibrillation ( AF ),"['patients', 'with', 'atrial fibrillation ( AF )']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '-LRB-', 'NNP', '-RRB-']]"
3054,atrial fibrillation,['atrial fibrillation'],['NP'],"[['JJ', 'NN']]"
3055,AF,['AF'],['NP'],[['NNP']]
3064,patients with nonvalvular AF and at least 1 risk factor for stroke .,"['patients', 'with', 'nonvalvular AF and', 'at least 1', 'risk factor', 'for', 'stroke .']","['NP', 'PP', 'NP', 'QP', 'NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NNP', 'CC'], ['IN', 'JJS', 'CD'], ['NN', 'NN'], ['IN'], ['NN', '.']]"
3065,"Recruitment concluded with a total of 18,113 patients .","['Recruitment', 'concluded', 'with', 'a total', 'of', '18,113 patients', '.']","['NP', 'VP', 'PP', 'NP', 'PP', 'NP', 'S']","[['NN'], ['VBD'], ['IN'], ['DT', 'NN'], ['IN'], ['CD', 'NNS'], ['.']]"
3066,"18,113","['18,113']",['NP'],[['CD']]
3067,Patients who were VKA-naive and experienced are included in balanced proportions .,"['Patients', 'who', 'were', 'VKA', '-', 'naive and experienced', 'are', 'included', 'in', 'balanced proportions', '.']","['NP', 'WHNP', 'VP', 'NP', 'ADJP', 'ADJP', 'VP', 'VP', 'PP', 'NP', 'S']","[['NNS'], ['WP'], ['VBD'], ['NNP'], ['HYPH'], ['JJ', 'CC', 'VBN'], ['VBP'], ['VBN'], ['IN'], ['JJ', 'NNS'], ['.']]"
3087,ten normotensive and seven hypertensive subjects,['ten normotensive and seven hypertensive subjects'],['NP'],"[['CD', 'JJ', 'CC', 'CD', 'JJ', 'NNS']]"
3091,ten normotensive,['ten normotensive'],['NP'],"[['CD', 'NN']]"
3092,seven hypertensive,['seven hypertensive'],['NP'],"[['CD', 'JJ']]"
3096,( hypertensive and normotensive subjects,"['(', 'hypertensive and normotensive', 'subjects']","['NP', 'ADJP', 'NP']","[['-LRB-'], ['JJ', 'CC', 'JJ'], ['NNS']]"
3118,100 patients with gastric ulcer aged from 16 to 60 years .,"['100 patients', 'with', 'gastric ulcer', 'aged', 'from', '16 to 60 years .']","['NP', 'PP', 'NP', 'VP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN'], ['VBN'], ['IN'], ['CD', 'TO', 'CD', 'NNS', '.']]"
3119,100 patients with gastric ulcer aged from 16 to 60 years,"['100 patients', 'with', 'gastric ulcer', 'aged', 'from', '16 to 60 years']","['NP', 'PP', 'NP', 'VP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN'], ['VBN'], ['IN'], ['CD', 'TO', 'CD', 'NNS']]"
3138,patients with gastric ulcer ],"['patients', 'with', 'gastric ulcer ]']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '-RRB-']]"
3140,patients with gastric ulcer ],"['patients', 'with', 'gastric ulcer ]']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '-RRB-']]"
3142,autistic children,['autistic children'],['NP'],"[['JJ', 'NNS']]"
3145,autistic children,['autistic children'],['NP'],"[['JJ', 'NNS']]"
3147,81 cases of autistic children were selected,"['81 cases', 'of', 'autistic children', 'were', 'selected']","['NP', 'PP', 'NP', 'VP', 'VP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NNS'], ['VBD'], ['VBN']]"
3148,81 cases of autistic children,"['81 cases', 'of', 'autistic children']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NNS']]"
3180,autistic children,['autistic children'],['NP'],"[['JJ', 'NNS']]"
3184,autistic children,['autistic children'],['NP'],"[['JJ', 'NNS']]"
3190,autistic children ],['autistic children ]'],['NP'],"[['JJ', 'NNS', '-RRB-']]"
3192,autistic children,['autistic children'],['NP'],"[['JJ', 'NNS']]"
3194,223 postmenopausal breast cancer survivors .,['223 postmenopausal breast cancer survivors .'],['NP'],"[['CD', 'NN', 'NN', 'NN', 'NNS', '.']]"
3198,223 postmenopausal breast cancer survivors,['223 postmenopausal breast cancer survivors'],['NP'],"[['CD', 'NN', 'NN', 'NN', 'NNS']]"
3205,postmenopausal breast cancer survivors ( BCS ) with bone loss,"['postmenopausal breast cancer survivors ( BCS )', 'with', 'bone loss']","['NP', 'PP', 'NP']","[['JJ', 'NN', 'NN', 'NNS', '-LRB-', 'NNP', '-RRB-'], ['IN'], ['NN', 'NN']]"
3214,postmenopausal breast cancer survivors ( BCS ) with bone loss,"['postmenopausal breast cancer survivors ( BCS )', 'with', 'bone loss']","['NP', 'PP', 'NP']","[['JJ', 'NN', 'NN', 'NNS', '-LRB-', 'NNP', '-RRB-'], ['IN'], ['NN', 'NN']]"
3224,Postmenopausal BCS ( 223 ),['Postmenopausal BCS ( 223 )'],['NP'],"[['VB', 'NNP', '-LRB-', 'CD', '-RRB-']]"
3227,Postmenopausal BCS,['Postmenopausal BCS'],['NP'],"[['VB', 'NNP']]"
3228,223,['223'],['NP'],[['CD']]
3268,postmenopausal BCS at risk for bone loss .,"['postmenopausal BCS', 'at', 'risk', 'for', 'bone loss', '.']","['NP', 'PP', 'NP', 'PP', 'NP', 'S']","[['VB', 'NNP'], ['IN'], ['NN'], ['IN'], ['NN', 'NN'], ['.']]"
3273,postmenopausal breast cancer survivors with bone loss :,"['postmenopausal breast cancer survivors', 'with', 'bone loss :']","['NP', 'PP', 'NP']","[['JJ', 'NN', 'NN', 'NNS'], ['IN'], ['NN', 'NN', ':']]"
3276,postmenopausal breast cancer survivors with bone loss :,"['postmenopausal breast cancer survivors', 'with', 'bone loss :']","['NP', 'PP', 'NP']","[['JJ', 'NN', 'NN', 'NNS'], ['IN'], ['NN', 'NN', ':']]"
3280,in chemo-naïve non-small cell lung cancer patients,"['in', 'chemo -', 'naïve non -', 'small cell lung cancer patients']","['PP', 'NP', 'ADJP', 'NP']","[['IN'], ['NNP', 'HYPH'], ['NNP', 'JJ', 'JJ'], ['JJ', 'NN', 'NN', 'NN', 'NNS']]"
3285,chemo-naïve non-small cell lung cancer patients,"['chemo -', 'naïve non -', 'small cell lung cancer patients']","['NP', 'ADJP', 'NP']","[['NNP', 'HYPH'], ['NNP', 'JJ', 'JJ'], ['JJ', 'NN', 'NN', 'NN', 'NNS']]"
3290,METHODS Patients with chemo-naïve stage IIIB/IV non-small cell lung cancer,"['METHODS Patients', 'with', 'chemo - naïve stage IIIB / IV non - small cell lung cancer']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NN', 'HYPH', 'NNP', 'NN', 'NNP', 'SYM', 'NNP', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'NN']]"
3291,chemo-naïve stage IIIB/IV non-small cell lung cancer,['chemo - naïve stage IIIB / IV non - small cell lung cancer'],['NP'],"[['NNP', 'HYPH', 'NNP', 'NN', 'NNP', 'SYM', 'NNP', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'NN']]"
3297,RESULTS A total of 80 patients were entered in this trial,"['RESULTS A total', 'of', '80 patients', 'were', 'entered', 'in', 'this trial']","['NP', 'PP', 'NP', 'VP', 'VP', 'PP', 'NP']","[['NNP', 'DT', 'NN'], ['IN'], ['CD', 'NNS'], ['VBD'], ['VBN'], ['IN'], ['DT', 'NN']]"
3298,80,['80'],['NP'],[['CD']]
3323,chemo-naïve patients with advanced non-small cell lung cancer,"['chemo - naïve patients', 'with', 'advanced non - small cell lung cancer']","['NP', 'PP', 'NP']","[['NNP', 'HYPH', 'NNP', 'NNS'], ['IN'], ['JJ', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'NN']]"
3326,chemo-naïve,['chemo - naïve'],['NP'],"[['NNP', 'HYPH', 'NNP']]"
3327,advanced non-small cell lung cancer,['advanced non - small cell lung cancer'],['NP'],"[['JJ', 'JJ', 'JJ', 'JJ', 'NN', 'NN', 'NN']]"
3332,ST-elevation myocardial infarction,['ST - elevation myocardial infarction'],['NP'],"[['NNP', 'HYPH', 'NN', 'JJ', 'NN']]"
3337,333 consecutive adult patients with a suspected first acute myocardial infarction,"['333 consecutive adult patients', 'with', 'a suspected first acute myocardial infarction']","['NP', 'PP', 'NP']","[['CD', 'JJ', 'NN', 'NNS'], ['IN'], ['DT', 'VBN', 'JJ', 'JJ', 'JJ', 'NN']]"
3339,333 consecutive adult patients with a suspected first acute myocardial infarction,"['333 consecutive adult patients', 'with', 'a suspected first acute myocardial infarction']","['NP', 'PP', 'NP']","[['CD', 'JJ', 'NN', 'NNS'], ['IN'], ['DT', 'VBN', 'JJ', 'JJ', 'JJ', 'NN']]"
3349,"82 patients were excluded on arrival at hospital because they did not meet inclusion criteria , 32 were lost to follow-up , and 77 did not complete the follow-up","['82 patients', 'were', 'excluded', 'on', 'arrival', 'at', 'hospital', 'because', 'they', 'did not', 'meet', 'inclusion criteria', ',', '32', 'were', 'lost', 'to', 'follow', '- up , and', '77', 'did not complete', 'the follow', '-', 'up']","['NP', 'VP', 'VP', 'PP', 'NP', 'PP', 'NP', 'SBAR', 'NP', 'VP', 'VP', 'NP', 'S', 'NP', 'VP', 'VP', 'VP', 'VP', 'S', 'NP', 'S', 'NP', 'S', 'ADVP']","[['CD', 'NNS'], ['VBD'], ['VBN'], ['IN'], ['NN'], ['IN'], ['NN'], ['IN'], ['PRP'], ['VBD', 'RB'], ['VB'], ['NN', 'NNS'], [','], ['CD'], ['VBD'], ['VBN'], ['TO'], ['VB'], ['HYPH', 'NN', ',', 'CC'], ['CD'], ['VBD', 'RB', 'VB'], ['DT', 'NN'], ['HYPH'], ['NN']]"
3351,"82 patients were excluded on arrival at hospital because they did not meet inclusion criteria , 32 were lost to follow-up , and 77 did not complete the follow-up","['82 patients', 'were', 'excluded', 'on', 'arrival', 'at', 'hospital', 'because', 'they', 'did not', 'meet', 'inclusion criteria', ',', '32', 'were', 'lost', 'to', 'follow', '- up , and', '77', 'did not complete', 'the follow', '-', 'up']","['NP', 'VP', 'VP', 'PP', 'NP', 'PP', 'NP', 'SBAR', 'NP', 'VP', 'VP', 'NP', 'S', 'NP', 'VP', 'VP', 'VP', 'VP', 'S', 'NP', 'S', 'NP', 'S', 'ADVP']","[['CD', 'NNS'], ['VBD'], ['VBN'], ['IN'], ['NN'], ['IN'], ['NN'], ['IN'], ['PRP'], ['VBD', 'RB'], ['VB'], ['NN', 'NNS'], [','], ['CD'], ['VBD'], ['VBN'], ['TO'], ['VB'], ['HYPH', 'NN', ',', 'CC'], ['CD'], ['VBD', 'RB', 'VB'], ['DT', 'NN'], ['HYPH'], ['NN']]"
3377,patients with acute myocardial infarction :,"['patients', 'with', 'acute myocardial infarction :']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NN', ':']]"
3380,patients with acute myocardial infarction :,"['patients', 'with', 'acute myocardial infarction :']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NN', ':']]"
3394,296 patients with visible endoluminal tumor lesions were included,"['296 patients', 'with', 'visible endoluminal tumor lesions', 'were', 'included']","['NP', 'PP', 'NP', 'VP', 'VP']","[['CD', 'NNS'], ['IN'], ['JJ', 'JJ', 'NN', 'NNS'], ['VBD'], ['VBN']]"
3395,bronchoscopy unit of a university hospital .,"['bronchoscopy unit', 'of', 'a university hospital .']","['NP', 'PP', 'NP']","[['NNP', 'NN'], ['IN'], ['DT', 'NN', 'NN', '.']]"
3396,296 patients with visible endoluminal tumor lesions were included,"['296 patients', 'with', 'visible endoluminal tumor lesions', 'were', 'included']","['NP', 'PP', 'NP', 'VP', 'VP']","[['CD', 'NNS'], ['IN'], ['JJ', 'JJ', 'NN', 'NNS'], ['VBD'], ['VBN']]"
3397,bronchoscopy unit of a university hospital .,"['bronchoscopy unit', 'of', 'a university hospital .']","['NP', 'PP', 'NP']","[['NNP', 'NN'], ['IN'], ['DT', 'NN', 'NN', '.']]"
3441,endobronchial tumor lesions .,['endobronchial tumor lesions .'],['NP'],"[['JJ', 'NN', 'NNS', '.']]"
3444,endobronchial tumor lesions .,['endobronchial tumor lesions .'],['NP'],"[['JJ', 'NN', 'NNS', '.']]"
3448,21 hospitalized trauma patients,['21 hospitalized trauma patients'],['NP'],"[['CD', 'VBN', 'NN', 'NNS']]"
3452,21 hospitalized trauma patients,['21 hospitalized trauma patients'],['NP'],"[['CD', 'VBN', 'NN', 'NNS']]"
3468,physical trauma .,['physical trauma .'],['NP'],"[['JJ', 'NN', '.']]"
3470,physical trauma .,['physical trauma .'],['NP'],"[['JJ', 'NN', '.']]"
3472,male adolescents,['male adolescents'],['NP'],"[['JJ', 'NNS']]"
3473,male adolescents,['male adolescents'],['NP'],"[['JJ', 'NNS']]"
3474,adolescents,['adolescents'],['NP'],[['NNS']]
3477,adolescents,['adolescents'],['NP'],[['NNS']]
3480,18 male adolescents,['18 male adolescents'],['NP'],"[['CD', 'JJ', 'NNS']]"
3484,18 male adolescents,['18 male adolescents'],['NP'],"[['CD', 'JJ', 'NNS']]"
3513,Eighty depressed patients undergoing standard antidepressant treatment,"['Eighty depressed patients', 'undergoing', 'standard antidepressant treatment']","['NP', 'VP', 'NP']","[['CD', 'JJ', 'NNS'], ['VBG'], ['JJ', 'JJ', 'NN']]"
3516,Eighty depressed patients undergoing standard antidepressant treatment,"['Eighty depressed patients', 'undergoing', 'standard antidepressant treatment']","['NP', 'VP', 'NP']","[['CD', 'JJ', 'NNS'], ['VBG'], ['JJ', 'JJ', 'NN']]"
3523,patients with depression :,"['patients', 'with', 'depression :']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', ':']]"
3526,patients with depression :,"['patients', 'with', 'depression :']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', ':']]"
3529,46 upper and lower molars with furcation grade II involvement,"['46', 'upper and lower', 'molars', 'with', 'furcation grade II involvement']","['NP', 'ADJP', 'NP', 'PP', 'NP']","[['CD'], ['JJ', 'CC', 'JJR'], ['NNS'], ['IN'], ['NN', 'NN', 'NNP', 'NN']]"
3530,16 patients with periodontal disease .,"['16 patients', 'with', 'periodontal disease .']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
3531,46 upper and lower molars with furcation grade II involvement,"['46', 'upper and lower', 'molars', 'with', 'furcation grade II involvement']","['NP', 'ADJP', 'NP', 'PP', 'NP']","[['CD'], ['JJ', 'CC', 'JJR'], ['NNS'], ['IN'], ['NN', 'NN', 'NNP', 'NN']]"
3532,16 patients with periodontal disease,"['16 patients', 'with', 'periodontal disease']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN']]"
3557,periodontal furcation pockets .,['periodontal furcation pockets .'],['NP'],"[['JJ', 'NN', 'NNS', '.']]"
3560,periodontal furcation pockets .,['periodontal furcation pockets .'],['NP'],"[['JJ', 'NN', 'NNS', '.']]"
3565,patients with chronic immune thrombocytopenia,"['patients', 'with', 'chronic immune thrombocytopenia']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NNP']]"
3569,patients with chronic immune thrombocytopenia,"['patients', 'with', 'chronic immune thrombocytopenia']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NNP']]"
3573,"adults with previously treated immune thrombocytopenia of more than 6 months ' duration who had baseline platelet counts lower than 30,000 per μL","['adults', 'with', 'previously treated', 'immune thrombocytopenia', 'of', 'more than 6', ""months ' duration"", 'who', 'had', 'baseline platelet counts lower than 30,000', 'per', 'μL']","['NP', 'PP', 'ADJP', 'NP', 'PP', 'QP', 'NP', 'WHNP', 'VP', 'NP', 'PP', 'NP']","[['NNS'], ['IN'], ['RB', 'VBN'], ['JJ', 'NNS'], ['IN'], ['JJR', 'IN', 'CD'], ['NNS', 'POS', 'NN'], ['WP'], ['VBD'], ['JJ', 'NN', 'VBZ', 'JJR', 'IN', 'CD'], ['IN'], ['.']]"
3574,adults,['adults'],['NP'],[['NNS']]
3575,previously treated immune thrombocytopenia of more than 6 months ' duration,"['previously treated immune thrombocytopenia', 'of', 'more than 6', ""months ' duration""]","['NP', 'PP', 'QP', 'NP']","[['RB', 'VBN', 'JJ', 'NNS'], ['IN'], ['JJR', 'IN', 'CD'], ['NNS', 'POS', 'NN']]"
3576,"baseline platelet counts lower than 30,000 per μL","['baseline platelet counts lower', 'than', '30,000', 'per', 'μL']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NNP', 'NNP', 'VBZ', 'JJR'], ['IN'], ['CD'], ['IN'], ['.']]"
3594,"FINDINGS Between Nov 22 , 2006 , and July 31 , 2007 , 197 patients","['FINDINGS', 'Between', 'Nov 22 , 2006 , and July 31 , 2007 , 197 patients']","['NP', 'PP', 'NP']","[['NNP'], ['IN'], ['NNP', 'CD', ',', 'CD', ',', 'CC', 'NNP', 'CD', ',', 'CD', ',', 'CD', 'NNS']]"
3596,197,['197'],['NP'],[['CD']]
3643,chronic immune thrombocytopenia,['chronic immune thrombocytopenia'],['NP'],"[['JJ', 'NNP', 'NNP']]"
3645,chronic immune thrombocytopenia,['chronic immune thrombocytopenia'],['NP'],"[['JJ', 'NNP', 'NNP']]"
3647,children with autism spectrum disorder .,"['children', 'with', 'autism spectrum disorder .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', 'NNP', 'NN', '.']]"
3651,children,['children'],['NP'],[['NNS']]
3652,autism spectrum disorder,['autism spectrum disorder'],['NP'],"[['NNP', 'NNP', 'NNP']]"
3656,50 children .,['50 children .'],['NP'],"[['CD', 'NNS', '.']]"
3657,50 children,['50 children'],['NP'],"[['CD', 'NNS']]"
3667,children .,['children .'],['NP'],"[['NNS', '.']]"
3670,children with autism .,"['children', 'with', 'autism .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', '.']]"
3673,children with autism .,"['children', 'with', 'autism .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', '.']]"
3676,autism spectrum disorder .,['autism spectrum disorder .'],['NP'],"[['NNP', 'NNP', 'NN', '.']]"
3679,autism spectrum disorder .,['autism spectrum disorder .'],['NP'],"[['NNP', 'NNP', 'NN', '.']]"
3682,16 patients with localized juvenile periodontitis .,"['16 patients', 'with', 'localized juvenile periodontitis .']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN', 'NN', '.']]"
3685,16 patients with localized juvenile periodontitis,"['16 patients', 'with', 'localized juvenile periodontitis']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['VBN', 'NN', 'NN']]"
3701,patients with localized juvenile periodontitis .,"['patients', 'with', 'localized juvenile periodontitis .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '.']]"
3704,patients with localized juvenile periodontitis .,"['patients', 'with', 'localized juvenile periodontitis .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '.']]"
3707,localized juvenile periodontitis .,['localized juvenile periodontitis .'],['NP'],"[['NNP', 'NNP', 'RB', '.']]"
3710,localized juvenile periodontitis .,['localized juvenile periodontitis .'],['NP'],"[['NNP', 'NNP', 'RB', '.']]"
3721,Fifteen subjects with post-stroke hemiparesis .,"['Fifteen subjects', 'with', 'post - stroke hemiparesis .']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'JJ', 'JJ', 'NN', '.']]"
3722,Fifteen subjects with post-stroke hemiparesis,"['Fifteen subjects', 'with', 'post - stroke hemiparesis']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'JJ', 'JJ', 'NN']]"
3760,performance of patients with post-stroke hemiparesis,"['performance', 'of', 'patients', 'with', 'post - stroke hemiparesis']","['NP', 'PP', 'NP', 'PP', 'NP']","[['NN'], ['IN'], ['NNS'], ['IN'], ['JJ', 'JJ', 'JJ', 'NN']]"
3764,post-stroke hemiparesis,['post - stroke hemiparesis'],['NP'],"[['JJ', 'JJ', 'JJ', 'NN']]"
3767,patients with chronic stroke .,"['patients', 'with', 'chronic stroke .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '.']]"
3770,patients with chronic stroke .,"['patients', 'with', 'chronic stroke .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '.']]"
