,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
7760,,,,,,,,,,patients,with,alcoholic liver disease,,,,,,,,,,,,,,,,,,,,,,,,,
7764,,,,,,,,,,temporomandibular ( TMJ ) joint pain,,,,,,,,,,,,,,,,,,,,,,,,,,,
7771,,,,,,,,,,Twenty subjects,",",who,have,TMJ pain,",",were,included,for,this study,,,,,,,,,,,,,,,,,,
7772,,,,,,,,,,Twenty subjects,",",who,have,TMJ pain,,,,,,,,,,,,,,,,,,,,,,,
7792,,,,,,,,,,temporomandibular joint pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795,,,,,,,,,,temporomandibular joint pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7805,,,,,,,,,,16,decompensated heart failure patients,,,,,,,,,,,,,,,,,,,,,,,,,,
7808,,,,,,,,,,16,decompensated heart failure patients,,,,,,,,,,,,,,,,,,,,,,,,,,
7863,,,,,,,,,,decompensated heart failure .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,,,,,,,,,,patients,with,hemodynamically decompensated,heart failure,.,,,,,,,,,,,,,,,,,,,,,,,
7869,,,,,,,,,,patients,with,hemodynamically decompensated,heart failure,.,,,,,,,,,,,,,,,,,,,,,,,
7878,,,,,,,,One hundred and fifty,-,six infants,aged,between,7 weeks,and,24 months,who,had,had,an episode,of,wheezing,and,other signs and symptoms,of,bronchiolitis,,,,,,,,,,,,
7883,,,,,,,,One hundred and fifty,-,six infants,aged,between,7 weeks,and,24 months,,,,,,,,,,,,,,,,,,,,,,
7884,,,,,,,,,had,an episode,of,wheezing,and,other signs and symptoms,of,bronchiolitis,,,,,,,,,,,,,,,,,,,,,
7901,,,,,,,,,,acute bronchiolitis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,,,,,,,,,,acute bronchiolitis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,,,,,,,,,,acute bronchiolitis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,,,,,,,,,,bronchiectasis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921,,,,,,Twenty,-,four patients,(,12 female,; mean,age,51 yr,),,,,,,,,,,,,,,,,,,,,,,,
7924,,,,,,,,,,Twenty - four,,,,,,,,,,,,,,,,,,,,,,,,,,,
7925,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
7926,,,,,,,,,mean,age,51,yr,,,,,,,,,,,,,,,,,,,,,,,,,
7947,,,,,,,,,,bronchiectasis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,,,,,,,,,,bronchiectasis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,,,,,,,,,,bronchiectasis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955,,,,,,,,,,severe bronchiectasis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7958,,,,,,,,,,severe bronchiectasis .,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968,,,,,,,,,,previously untreated metastatic breast cancer patients,,,,,,,,,,,,,,,,,,,,,,,,,,,
7971,,,,,,,,,,previously untreated metastatic breast cancer patients,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979,,,,,,,,,,Patients,had,to,have,histologically,documented measurable breast cancer,and,a performance status,of,0 - 1,.,,,,,,,,,,,,,,,,,
7980,,,,,,,,,,Patients,had,to,have,histologically,documented measurable breast cancer,and,a performance status,of,0 - 1,.,,,,,,,,,,,,,,,,,
7981,,,,,,,,,,Patients,could not,have,had,prior chemotherapy,for,metastatic disease,.,,,,,,,,,,,,,,,,,,,,
7982,,,,,,,,,,Patients,could not,have,had,prior chemotherapy,for,metastatic disease,.,,,,,,,,,,,,,,,,,,,,
7983,,,,,,,,,,Prior adjuvant chemotherapy,was,permitted,.,,,,,,,,,,,,,,,,,,,,,,,,
7984,,,,,,,,,,Prior adjuvant chemotherapy,was,permitted,.,,,,,,,,,,,,,,,,,,,,,,,,
7985,,,,,,,,,,Patients,could not,have,visceral crisis,.,,,,,,,,,,,,,,,,,,,,,,,
7986,,,,,,,,,,Patients,could not,have,visceral crisis,.,,,,,,,,,,,,,,,,,,,,,,,
8011,,,,,,,,,,previously untreated breast cancer patients,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,,,,,,,,,previously untreated advanced breast cancer --,a,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021,,,,,,,,,,previously untreated advanced breast cancer --,a,,,,,,,,,,,,,,,,,,,,,,,,,,
