,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,split_anchor_type,ID,Type,Index,ann_section,ann_source,order_cluster
2286,"In this double-blind , placebo-controlled , parallel group study , we compared the effects of salmeterol plus",fluticasone propionate ( FP ) ( Seretide ; SFC ),"and FP plus montelukast ( FP/M ) on sputum inflammatory markers , airway responsiveness , lung function , and symptoms in adult asthmatics .","['In', 'this', 'double-blind', ',', 'placebo-controlled', ',', 'parallel', 'group', 'study', ',', 'we', 'compared', 'the', 'effects', 'of', 'salmeterol', 'plus', 'fluticasone', 'propionate', '(', 'FP', ')', '(', 'Seretide', ';', 'SFC', ')', 'and', 'FP', 'plus', 'montelukast', '(', 'FP/M', ')', 'on', 'sputum', 'inflammatory', 'markers', ',', 'airway', 'responsiveness', ',', 'lung', 'function', ',', 'and', 'symptoms', 'in', 'adult', 'asthmatics', '.']","(17, 27)","(109, 157)",-1,hl_i,17897478,Abstract,1,test,gold,5201.0
2287,"In this double-blind , placebo-controlled , parallel group study , we compared the effects of salmeterol plus fluticasone propionate ( FP ) ( Seretide ; SFC ) and",FP,"plus montelukast ( FP/M ) on sputum inflammatory markers , airway responsiveness , lung function , and symptoms in adult asthmatics .","['In', 'this', 'double-blind', ',', 'placebo-controlled', ',', 'parallel', 'group', 'study', ',', 'we', 'compared', 'the', 'effects', 'of', 'salmeterol', 'plus', 'fluticasone', 'propionate', '(', 'FP', ')', '(', 'Seretide', ';', 'SFC', ')', 'and', 'FP', 'plus', 'montelukast', '(', 'FP/M', ')', 'on', 'sputum', 'inflammatory', 'markers', ',', 'airway', 'responsiveness', ',', 'lung', 'function', ',', 'and', 'symptoms', 'in', 'adult', 'asthmatics', '.']","(28, 29)","(162, 164)",-1,hl_i,17897478,Abstract,1,test,gold,697.0
2288,"In this double-blind , placebo-controlled , parallel group study , we compared the effects of salmeterol plus fluticasone propionate ( FP ) ( Seretide ; SFC ) and FP plus",montelukast ( FP/M ),"on sputum inflammatory markers , airway responsiveness , lung function , and symptoms in adult asthmatics .","['In', 'this', 'double-blind', ',', 'placebo-controlled', ',', 'parallel', 'group', 'study', ',', 'we', 'compared', 'the', 'effects', 'of', 'salmeterol', 'plus', 'fluticasone', 'propionate', '(', 'FP', ')', '(', 'Seretide', ';', 'SFC', ')', 'and', 'FP', 'plus', 'montelukast', '(', 'FP/M', ')', 'on', 'sputum', 'inflammatory', 'markers', ',', 'airway', 'responsiveness', ',', 'lung', 'function', ',', 'and', 'symptoms', 'in', 'adult', 'asthmatics', '.']","(30, 34)","(170, 190)",-1,hl_i,17897478,Abstract,1,test,gold,5605.0
2289,"In this double-blind , placebo-controlled , parallel group study , we compared the effects of salmeterol plus fluticasone propionate ( FP ) ( Seretide ; SFC ) and FP plus montelukast ( FP/M ) on",sputum inflammatory markers,", airway responsiveness , lung function , and symptoms in adult asthmatics .","['In', 'this', 'double-blind', ',', 'placebo-controlled', ',', 'parallel', 'group', 'study', ',', 'we', 'compared', 'the', 'effects', 'of', 'salmeterol', 'plus', 'fluticasone', 'propionate', '(', 'FP', ')', '(', 'Seretide', ';', 'SFC', ')', 'and', 'FP', 'plus', 'montelukast', '(', 'FP/M', ')', 'on', 'sputum', 'inflammatory', 'markers', ',', 'airway', 'responsiveness', ',', 'lung', 'function', ',', 'and', 'symptoms', 'in', 'adult', 'asthmatics', '.']","(35, 38)","(194, 221)",-1,hl_o,17897478,Abstract,1,test,gold,4541.0
2290,"In this double-blind , placebo-controlled , parallel group study , we compared the effects of salmeterol plus fluticasone propionate ( FP ) ( Seretide ; SFC ) and FP plus montelukast ( FP/M ) on sputum inflammatory markers ,","airway responsiveness , lung function",", and symptoms in adult asthmatics .","['In', 'this', 'double-blind', ',', 'placebo-controlled', ',', 'parallel', 'group', 'study', ',', 'we', 'compared', 'the', 'effects', 'of', 'salmeterol', 'plus', 'fluticasone', 'propionate', '(', 'FP', ')', '(', 'Seretide', ';', 'SFC', ')', 'and', 'FP', 'plus', 'montelukast', '(', 'FP/M', ')', 'on', 'sputum', 'inflammatory', 'markers', ',', 'airway', 'responsiveness', ',', 'lung', 'function', ',', 'and', 'symptoms', 'in', 'adult', 'asthmatics', '.']","(39, 44)","(224, 261)",-1,hl_o,17897478,Abstract,1,test,gold,3139.0
2291,"In this double-blind , placebo-controlled , parallel group study , we compared the effects of salmeterol plus fluticasone propionate ( FP ) ( Seretide ; SFC ) and FP plus montelukast ( FP/M ) on sputum inflammatory markers , airway responsiveness , lung function , and",symptoms,in adult asthmatics .,"['In', 'this', 'double-blind', ',', 'placebo-controlled', ',', 'parallel', 'group', 'study', ',', 'we', 'compared', 'the', 'effects', 'of', 'salmeterol', 'plus', 'fluticasone', 'propionate', '(', 'FP', ')', '(', 'Seretide', ';', 'SFC', ')', 'and', 'FP', 'plus', 'montelukast', '(', 'FP/M', ')', 'on', 'sputum', 'inflammatory', 'markers', ',', 'airway', 'responsiveness', ',', 'lung', 'function', ',', 'and', 'symptoms', 'in', 'adult', 'asthmatics', '.']","(46, 47)","(268, 276)",-1,hl_o,17897478,Abstract,1,test,gold,3282.0
2292,METHODS,Sixty-six subjects,were randomised to SFC or FP/M for 12 weeks .,"['METHODS', 'Sixty-six', 'subjects', 'were', 'randomised', 'to', 'SFC', 'or', 'FP/M', 'for', '12', 'weeks', '.']","(1, 3)","(7, 25)",-1,ss_p,17897478,Abstract,2,test,gold,2074.0
2293,METHODS Sixty-six subjects were randomised to,SFC,or FP/M for 12 weeks .,"['METHODS', 'Sixty-six', 'subjects', 'were', 'randomised', 'to', 'SFC', 'or', 'FP/M', 'for', '12', 'weeks', '.']","(6, 7)","(45, 48)",-1,ss_i,17897478,Abstract,2,test,gold,657.0
2294,METHODS Sixty-six subjects were randomised to SFC or,FP/M,for 12 weeks .,"['METHODS', 'Sixty-six', 'subjects', 'were', 'randomised', 'to', 'SFC', 'or', 'FP/M', 'for', '12', 'weeks', '.']","(8, 9)","(52, 56)",-1,ss_i,17897478,Abstract,2,test,gold,
2295,METHODS,Sixty-six subjects,were randomised to SFC or FP/M for 12 weeks .,"['METHODS', 'Sixty-six', 'subjects', 'were', 'randomised', 'to', 'SFC', 'or', 'FP/M', 'for', '12', 'weeks', '.']","(1, 3)","(7, 25)",-1,hl_p,17897478,Abstract,2,test,gold,2073.0
2296,METHODS Sixty-six subjects were randomised to,SFC,or FP/M for 12 weeks .,"['METHODS', 'Sixty-six', 'subjects', 'were', 'randomised', 'to', 'SFC', 'or', 'FP/M', 'for', '12', 'weeks', '.']","(6, 7)","(45, 48)",-1,hl_i,17897478,Abstract,2,test,gold,658.0
2297,METHODS Sixty-six subjects were randomised to SFC or,FP/M,for 12 weeks .,"['METHODS', 'Sixty-six', 'subjects', 'were', 'randomised', 'to', 'SFC', 'or', 'FP/M', 'for', '12', 'weeks', '.']","(8, 9)","(52, 56)",-1,hl_i,17897478,Abstract,2,test,gold,
2298,The primary outcome was,"changes in neutrophil , eosinophil , macrophage , lymphocyte , and epithelial cell levels in induced sputum .",,"['The', 'primary', 'outcome', 'was', 'changes', 'in', 'neutrophil', ',', 'eosinophil', ',', 'macrophage', ',', 'lymphocyte', ',', 'and', 'epithelial', 'cell', 'levels', 'in', 'induced', 'sputum', '.']","(4, 22)","(23, 132)",-1,ss_o,17897478,Abstract,3,test,gold,5801.0
2299,The primary outcome was,"changes in neutrophil , eosinophil , macrophage , lymphocyte , and epithelial cell levels in induced sputum .",,"['The', 'primary', 'outcome', 'was', 'changes', 'in', 'neutrophil', ',', 'eosinophil', ',', 'macrophage', ',', 'lymphocyte', ',', 'and', 'epithelial', 'cell', 'levels', 'in', 'induced', 'sputum', '.']","(4, 22)","(23, 132)",-1,hl_o,17897478,Abstract,3,test,gold,5802.0
2300,Additional outcomes included the,"change in other sputum markers of airway inflammation , airway responsiveness , symptom control , and lung function .",,"['Additional', 'outcomes', 'included', 'the', 'change', 'in', 'other', 'sputum', 'markers', 'of', 'airway', 'inflammation', ',', 'airway', 'responsiveness', ',', 'symptom', 'control', ',', 'and', 'lung', 'function', '.']","(4, 23)","(32, 149)",-1,ss_o,17897478,Abstract,4,test,gold,5989.0
2301,Additional outcomes included the,"change in other sputum markers of airway inflammation , airway responsiveness , symptom control , and lung function .",,"['Additional', 'outcomes', 'included', 'the', 'change', 'in', 'other', 'sputum', 'markers', 'of', 'airway', 'inflammation', ',', 'airway', 'responsiveness', ',', 'symptom', 'control', ',', 'and', 'lung', 'function', '.']","(4, 23)","(32, 149)",-1,hl_o,17897478,Abstract,4,test,gold,5990.0
2302,RESULTS Both treatments had no significant effect on,induced sputum inflammatory cells,", although there was a trend for a reduction in sputum eosinophils .","['RESULTS', 'Both', 'treatments', 'had', 'no', 'significant', 'effect', 'on', 'induced', 'sputum', 'inflammatory', 'cells', ',', 'although', 'there', 'was', 'a', 'trend', 'for', 'a', 'reduction', 'in', 'sputum', 'eosinophils', '.']","(8, 12)","(52, 85)",-1,ss_o,17897478,Abstract,5,test,gold,4540.0
2303,"RESULTS Both treatments had no significant effect on induced sputum inflammatory cells , although there was a trend for a reduction in",sputum eosinophils .,,"['RESULTS', 'Both', 'treatments', 'had', 'no', 'significant', 'effect', 'on', 'induced', 'sputum', 'inflammatory', 'cells', ',', 'although', 'there', 'was', 'a', 'trend', 'for', 'a', 'reduction', 'in', 'sputum', 'eosinophils', '.']","(22, 25)","(134, 154)",-1,ss_o,17897478,Abstract,5,test,gold,4538.0
2304,RESULTS Both treatments had no significant effect on induced,sputum inflammatory,"cells , although there was a trend for a reduction in sputum eosinophils .","['RESULTS', 'Both', 'treatments', 'had', 'no', 'significant', 'effect', 'on', 'induced', 'sputum', 'inflammatory', 'cells', ',', 'although', 'there', 'was', 'a', 'trend', 'for', 'a', 'reduction', 'in', 'sputum', 'eosinophils', '.']","(9, 11)","(60, 79)",-1,hl_o,17897478,Abstract,5,test,gold,4542.0
2305,"RESULTS Both treatments had no significant effect on induced sputum inflammatory cells , although there was a trend for a reduction in",sputum eosinophils .,,"['RESULTS', 'Both', 'treatments', 'had', 'no', 'significant', 'effect', 'on', 'induced', 'sputum', 'inflammatory', 'cells', ',', 'although', 'there', 'was', 'a', 'trend', 'for', 'a', 'reduction', 'in', 'sputum', 'eosinophils', '.']","(22, 25)","(134, 154)",-1,hl_o,17897478,Abstract,5,test,gold,4539.0
2306,"Both treatments significantly improved airway responsiveness , whereas",SFC,generally led to greater improvements in symptom control and lung function than FP/M .,"['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(8, 9)","(70, 73)",-1,ss_i,17897478,Abstract,6,test,gold,656.0
2307,"Both treatments significantly improved airway responsiveness , whereas SFC generally led to greater improvements in symptom control and lung function than",FP/M .,,"['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(21, 23)","(154, 160)",-1,ss_i,17897478,Abstract,6,test,gold,
2308,Both treatments significantly improved,airway responsiveness,", whereas SFC generally led to greater improvements in symptom control and lung function than FP/M .","['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(4, 6)","(38, 59)",-1,ss_o,17897478,Abstract,6,test,gold,3140.0
2309,"Both treatments significantly improved airway responsiveness , whereas SFC generally led to greater improvements in",symptom control and lung function,than FP/M .,"['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(15, 20)","(115, 148)",-1,ss_o,17897478,Abstract,6,test,gold,3152.0
2310,"Both treatments significantly improved airway responsiveness , whereas",SFC,generally led to greater improvements in symptom control and lung function than FP/M .,"['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(8, 9)","(70, 73)",-1,hl_i,17897478,Abstract,6,test,gold,655.0
2311,"Both treatments significantly improved airway responsiveness , whereas SFC generally led to greater improvements in symptom control and lung function than",FP/M .,,"['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(21, 23)","(154, 160)",-1,hl_i,17897478,Abstract,6,test,gold,
2312,Both treatments significantly improved,airway responsiveness,", whereas SFC generally led to greater improvements in symptom control and lung function than FP/M .","['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(4, 6)","(38, 59)",-1,hl_o,17897478,Abstract,6,test,gold,3141.0
2313,"Both treatments significantly improved airway responsiveness , whereas SFC generally led to greater improvements in",symptom control and lung function,than FP/M .,"['Both', 'treatments', 'significantly', 'improved', 'airway', 'responsiveness', ',', 'whereas', 'SFC', 'generally', 'led', 'to', 'greater', 'improvements', 'in', 'symptom', 'control', 'and', 'lung', 'function', 'than', 'FP/M', '.']","(15, 20)","(115, 148)",-1,hl_o,17897478,Abstract,6,test,gold,3153.0
2314,,FP/M,"led to significantly greater reductions in sputum cysteinyl leukotrienes than SFC ( treatment ratio 1.80 ; 95 % CI 1.09 , 2.94 ) .","['FP/M', 'led', 'to', 'significantly', 'greater', 'reductions', 'in', 'sputum', 'cysteinyl', 'leukotrienes', 'than', 'SFC', '(', 'treatment', 'ratio', '1.80', ';', '95', '%', 'CI', '1.09', ',', '2.94', ')', '.']","(0, 1)","(0, 4)",-1,ss_i,17897478,Abstract,7,test,gold,
2315,FP/M led to significantly greater reductions in sputum cysteinyl leukotrienes than,SFC,"( treatment ratio 1.80 ; 95 % CI 1.09 , 2.94 ) .","['FP/M', 'led', 'to', 'significantly', 'greater', 'reductions', 'in', 'sputum', 'cysteinyl', 'leukotrienes', 'than', 'SFC', '(', 'treatment', 'ratio', '1.80', ';', '95', '%', 'CI', '1.09', ',', '2.94', ')', '.']","(11, 12)","(82, 85)",-1,ss_i,17897478,Abstract,7,test,gold,654.0
2316,FP/M led to significantly greater reductions in,sputum cysteinyl leukotrienes,"than SFC ( treatment ratio 1.80 ; 95 % CI 1.09 , 2.94 ) .","['FP/M', 'led', 'to', 'significantly', 'greater', 'reductions', 'in', 'sputum', 'cysteinyl', 'leukotrienes', 'than', 'SFC', '(', 'treatment', 'ratio', '1.80', ';', '95', '%', 'CI', '1.09', ',', '2.94', ')', '.']","(7, 10)","(47, 76)",-1,ss_o,17897478,Abstract,7,test,gold,4536.0
2317,,FP/M,"led to significantly greater reductions in sputum cysteinyl leukotrienes than SFC ( treatment ratio 1.80 ; 95 % CI 1.09 , 2.94 ) .","['FP/M', 'led', 'to', 'significantly', 'greater', 'reductions', 'in', 'sputum', 'cysteinyl', 'leukotrienes', 'than', 'SFC', '(', 'treatment', 'ratio', '1.80', ';', '95', '%', 'CI', '1.09', ',', '2.94', ')', '.']","(0, 1)","(0, 4)",-1,hl_i,17897478,Abstract,7,test,gold,
2318,FP/M led to significantly greater reductions in sputum cysteinyl leukotrienes than,SFC,"( treatment ratio 1.80 ; 95 % CI 1.09 , 2.94 ) .","['FP/M', 'led', 'to', 'significantly', 'greater', 'reductions', 'in', 'sputum', 'cysteinyl', 'leukotrienes', 'than', 'SFC', '(', 'treatment', 'ratio', '1.80', ';', '95', '%', 'CI', '1.09', ',', '2.94', ')', '.']","(11, 12)","(82, 85)",-1,hl_i,17897478,Abstract,7,test,gold,653.0
2319,FP/M led to significantly greater reductions in,sputum cysteinyl leukotrienes,"than SFC ( treatment ratio 1.80 ; 95 % CI 1.09 , 2.94 ) .","['FP/M', 'led', 'to', 'significantly', 'greater', 'reductions', 'in', 'sputum', 'cysteinyl', 'leukotrienes', 'than', 'SFC', '(', 'treatment', 'ratio', '1.80', ';', '95', '%', 'CI', '1.09', ',', '2.94', ')', '.']","(7, 10)","(47, 76)",-1,hl_o,17897478,Abstract,7,test,gold,4537.0
