,p,p_src,p_type,i,i_src,i_type,o,o_src,o_type,ID
110,"['patients with Posttraumatic stress disorder ( PTSD ) .', 'patients with Posttraumatic stress disorder ( PTSD ) .', 'PTSD', 'PTSD patients were recruited from five primary care clinics at four Veterans Affairs healthcare facilities', 'PTSD', 'five primary care clinics at four Veterans Affairs healthcare facilities', 'Participants were 195 Veterans .', '195 Veterans', 'Their average age was 45 years , 91 % were male , 58 % were white , 40 % served in Iraq or Afghanistan , and 42 % served in Vietnam .', 'average age was 45 years', '91 % were male', 'PTSD', 'PTSD']","[0, 0, 1, 3, 3, 3, 5, 5, 6, 6, 6, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p']","['collaborative care', 'Three Component Model ( 3CM )', 'usual care', 'Three Component Model ( 3CM )', 'usual care', 'usual care', 'usual care plus 3CM .', 'usual care', 'usual care', '3CM', 'usual care', '3CM', 'telephone care management .', '3CM', 'telephone care management .', '3CM', 'usual care', '3CM', '3CM', '3CM', '3CM', 'collaborative care']","[0, 1, 1, 1, 1, 3, 3, 3, 3, 3, 7, 8, 8, 8, 8, 12, 12, 13, 13, 14, 14, 15]","['ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i']","['PTSD symptom severity', 'PTSD symptom severity', 'Depression , functioning , perceived quality of care , utilization , and costs', 'Depression', 'functioning', 'perceived quality of care', 'utilization', 'costs', 'symptoms or functioning .', 'symptoms', 'functioning .', 'mental health visit , fill an antidepressant prescription', 'adequate antidepressant refills .', 'mental health visit , fill an antidepressant prescription', 'adequate antidepressant refills .', 'mental health visits', 'outpatient pharmacy costs .', 'mental health visits', 'outpatient pharmacy costs .']","[10, 10, 11, 11, 11, 11, 11, 11, 12, 12, 12, 13, 13, 13, 13, 14, 14, 14, 14]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o']",22865017
111,"['young children with autism with a range of intellectual ability .', 'young children', 'autism with a range of intellectual ability', 'Participants were 55 children with autistic disorder , aged 4-7 years ( FSIQ 42-107 ) .', '55 children with autistic disorder', 'aged 4-7 years', 'young children with autism', 'young children with autism', 'young children with autism', 'young children with autism', 'young children with autism :', 'young children with autism :']","[2, 2, 2, 3, 3, 3, 10, 10, 12, 12, 0, 0]","['ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['emotion training', 'emotion training', 'emotion training programme', 'emotion training programme', 'emotion recognition skills', '( the Transporters )', 'Thomas the Tank Engine .', 'emotion recognition skills', 'the Transporters', 'control', 'Thomas the Tank Engine .', 'The Transporters', 'The Transporters', 'the Transporters', 'Transporters', 'emotion recognition', 'emotion training programme .', 'emotion recognition', 'emotion training programme .']","[1, 1, 2, 2, 5, 5, 5, 5, 5, 5, 5, 10, 10, 12, 12, 0, 0, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['efficacy', 'efficacy', 'ability to complete basic emotion recognition tasks , mindreading and theory of mind ( TOM ) tasks', 'basic emotion recognition tasks', 'mindreading and theory of mind ( TOM ) tasks', 'recognition of anger', 'recognition of anger', 'TOM or social skills .', 'TOM', 'social skills .', 'efficacy', 'emotion recognition skills', 'efficacy', 'recognition of expressions of anger', 'efficacy']","[2, 2, 6, 6, 6, 8, 8, 9, 9, 9, 10, 10, 10, 11, 12]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o']",22881991
112,"['in patients with mixed dyslipidaemia and MetS', 'patients with mixed dyslipidaemia and MetS', 'patients with low-density lipoprotein cholesterol ( LDL-C ) > 160 and TG > 200 mg/dl', 'study , only patients with MetS were included', 'patients with MetS', 'in patients with mixed dyslipidaemia and metabolic syndrome', 'patients with mixed dyslipidaemia and metabolic syndrome']","[1, 1, 2, 3, 3, 0, 0]","['ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['high-dose rosuvastatin', 'with fenofibrate or ω-3 fatty acids', 'rosuvastatin', 'fenofibrate', 'ω-3 fatty acids', '200 mg/dl to rosuvastatin', '30 ) or rosuvastatin', 'combined with fenofibrate', '30 ) or ω-3 fatty', 'rosuvastatin', 'rosuvastatin', 'fenofibrate', 'ω-3 fatty', 'in the', 'RF', 'prominent', 'compared with', 'resistance', 'noted', 'increased by', 'mean LDL', 'rosuvastatin', 'fenofibrate', 'ω-3 fatty acids', 'rosuvastatin', 'fenofibrate', 'ω-3 fatty acids']","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 6, 6, 7, 7, 9, 10, 0, 0, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i']","['the lipoprotein subfraction profile', 'lipoprotein subfraction profile', 'treatment , the lipoprotein subfraction profile was determined by polyacrylamide 3 % gel electrophoresis', 'lipoprotein subfraction', 'RESULTS The mean', 'mean', 'its greater hypotriglyceridemic', 'decrease in insulin resistance', 'insulin resistance', 'significantly raised HDL-C', 'increasing the cholesterol of small HDL particles .', 'The cholesterol of larger HDL subclasses', 'cholesterol of larger HDL', 'regimens increased mean', 'noted on the HDL subfraction', 'on lipoprotein subfraction profile', 'lipoprotein subfraction profile']","[1, 1, 4, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10, 11, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o']",22897461
113,"['if patients receiving chemotherapy for breast cancer', 'breast cancer', 'for chemotherapy-naïve patients with breast cancer', 'chemotherapy-naïve patients with breast cancer', 'to 8 .', 'Median age of the 94 women was 51 years ( range 27-76 ) :', '94 women', '51 years ( range 27-76 )', 'for breast cancer', 'breast cancer']","[2, 2, 3, 3, 5, 6, 6, 6, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p']","['chemotherapy', 'receive dexamethasone', 'dexamethasone', 'with dexamethasone or placebo', 'chemotherapy', 'dexamethasone', 'placebo', 'oral dexamethasone', 'versus placebo', 'dexamethasone', 'placebo', 'intravenous granisetron and dexamethasone', 'oral granisetron', 'granisetron', 'dexamethasone pre-chemotherapy', 'granisetron', 'received fluorouracil/epirubicin/cyclophosphamide', 'received doxorubicin/cyclophosphamide', 'fluorouracil/epirubicin/cyclophosphamide', 'doxorubicin/cyclophosphamide', 'preferred placebo', '35-58 % ) preferred dexamethasone ;', 'placebo', 'dexamethasone', 'patients received dexamethasone', 'dexamethasone', 'regardless of whether dexamethasone', 'dexamethasone', 'dexamethasone', 'placebo-controlled', 'dexamethasone', 'chemotherapy']","[0, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 6, 6, 6, 6, 8, 8, 8, 8, 10, 10, 12, 12, 0, 0, 0, 0]","['hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i']","['cancer prefer', 'compare quality of life ( QOL )', 'quality of life ( QOL )', '( i ) patient preference ;', 'cycles in change of', 'patient preference', 'stating a preference , 31 preferred', 'CI : 35-58 % )', 'dexamethasone ; 12 had no', 'differences in intensity of vomiting , nausea , or time to onset of', 'decrease in', 'dexamethasone .', 'No other', 'symptom/QOL', 'was found in patient preference , QOL', 'patient preference', 'QOL', 'quality of life', 'quality of life']","[2, 2, 2, 5, 5, 5, 8, 8, 8, 9, 10, 10, 11, 11, 12, 12, 12, 0, 0]","['ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o']",22956006
114,"['patients with mild to moderate depression .', 'patients with mild to moderate depression .', '15 depressive patients who had been under antidepressant treatment for at least one month .', '15 depressive patients who had been under antidepressant treatment for at least one month', 'Depressive patients', 'Depressive patients', 'patients with depression .', 'patients with depression .']","[0, 0, 2, 2, 7, 7, 0, 0]","['ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['physical activity', 'physical activity', 'sun exposure', 'physical activity', 'sun exposure', 'control', 'did not receive these explicit recommendations .', 'physical activity', 'sun exposure', 'control', 'not receive these explicit recommendations', 'sun exposure', 'physical activity', 'lifestyle recommendations', 'lifestyle recommendations', 'lifestyle']","[0, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 7, 0, 0]","['hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i']","[""patient 's adherence"", 'adherence', 'physical activity and sun exposure', 'physical activity', 'sun exposure', 'physical activity level', 'time of sun exposure', 'physical activity level', 'time of sun exposure', 'time of sun exposure and physical activity', 'time of sun exposure', 'physical activity', 'Adherence', 'Adherence']","[1, 1, 3, 3, 3, 5, 5, 5, 5, 6, 6, 6, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o']",23021296
115,"['patients with refractory monosymptomatic nocturnal enuresis .', '28 patients with refractory monosymptomatic nocturnal enuresis', '28', 'patients with refractory monosymptomatic nocturnal enuresis .', 'refractory monosymptomatic nocturnal enuresis :']","[0, 1, 1, 13, 0]","['ss_p', 'ss_p', 'hl_p', 'ss_p', 'ss_p']","['posterior tibial nerve stimulation', 'posterior tibial nerve stimulation', 'posterior tibial nerve stimulation', 'placebo', 'posterior tibial nerve stimulation', 'placebo', 'posterior tibial nerve stimulation', 'posterior tibial nerve stimulation', 'Posterior tibial nerve stimulation', 'Posterior tibial nerve stimulation', 'posterior tibial nerve stimulation', 'posterior tibial nerve stimulation']","[0, 0, 2, 2, 2, 2, 3, 7, 13, 13, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['early clinical and urodynamic results', 'clinical and urodynamic findings .', 'baseline clinical and urodynamic data .', 'detrusor overactivity', 'bladder capacity .', 'detrusor overactivity', 'bladder capacity .', 'response to posterior tibial nerve stimulation', 'response', 'response', 'response', 'number of wet nights', 'number of wet nights', 'urodynamic parameters', 'urodynamic parameters', 'number of wet nights and urodynamic parameters', 'wet nights', 'urodynamic parameters', 'response', 'response']","[0, 3, 5, 6, 6, 6, 6, 7, 7, 7, 7, 8, 8, 9, 9, 10, 10, 10, 11, 11]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o']",23103798
116,"['patients undergoing minimally invasive TKA', 'patients undergoing minimally invasive TKA', '80 patients', '80 patients']","[3, 3, 4, 4]","['ss_p', 'hl_p', 'ss_p', 'hl_p']","['total knee arthroplasty ( TKA )', 'total knee arthroplasty ( TKA )', 'custom-fit magnetic resonance imaging ( MRI ) -based pin guides .', 'minimally invasive TKA', 'custom-fit magnetic resonance imaging ( MRI ) -based pin guides .', 'intramedullary alignment jigs', 'intramedullary alignment jigs', 'custom-fit MRI-based pin guides', 'custom-fit MRI-based pin guides', 'cemented posterior-stabilized implant', 'cemented posterior-stabilized implant', 'custom-fit', 'custom-fit', 'custom-fit', 'custom-fit', 'custom-fit pin guides', 'custom-fit pin guides', 'total knee arthroplasty :', 'total knee arthroplasty :']","[0, 0, 3, 3, 3, 6, 6, 7, 7, 8, 8, 12, 12, 15, 15, 18, 18, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['blood loss', 'early outcomes .', 'blood loss', 'early outcomes .', 'blood loss and early clinical outcomes', 'blood loss', 'early clinical outcomes', 'volume in the drain bottles', 'Hb loss', 'Hb level .', 'Hb loss', 'Transfusion requirements and surgical time', 'Transfusion requirements', 'surgical time', 'Knee Society Scores ( KSS ) , knee flexion , knee swelling and pain .', 'Knee Society Scores ( KSS ) , knee flexion , knee swelling and pain .', 'drainage of blood', 'drainage of blood', 'loss of Hb', 'loss of Hb', 'Surgical time', 'Surgical time', 'KSS', 'KSS', 'Knee flexion', 'knee swelling', 'pain', 'Knee flexion', 'knee swelling', 'pain', 'blood drainage', 'Hb loss', 'transfusion rate .', 'blood drainage', 'Hb loss', 'transfusion rate .', 'Surgical time', 'Surgical time', 'early clinical outcomes .', 'early clinical outcomes .', 'blood loss and early clinical outcomes .', 'blood loss', 'early clinical outcomes']","[2, 2, 2, 2, 3, 3, 3, 9, 9, 9, 9, 10, 10, 10, 11, 11, 12, 12, 13, 13, 15, 15, 16, 16, 17, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 18, 19, 19, 20, 20, 0, 0, 0]","['ss_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'hl_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'hl_o']",23114870
117,"['sickle cell anemia ( SCA )', 'children with SCA', 'children', 'SCA', '113 children with SCA studied in two hospitals', '113 children', 'SCA', 'in children with SCA', 'children', 'SCA', 'sickle cell anemia .', 'sickle cell anemia .']","[0, 3, 3, 3, 4, 4, 4, 9, 9, 9, 0, 0]","['ss_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p']","['lime juice', 'lime juice', 'lime juice', 'lime juice', 'lime juice', 'lime juice', 'lime', 'without lime', 'without lime', 'with lime', 'of lime juice', 'lime juice', 'lime juice', 'lime juice']","[1, 1, 2, 2, 3, 3, 4, 4, 4, 8, 9, 9, 0, 0]","['ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i']","['crisis', 'recurrent bone pain .', 'recurrent bone pain .', 'clinical and some laboratory characteristics', 'rates of significant painful episodes', 'significant painful episodes', 'had significant painful episodes', '92.7 % ) ; febrile illness', 'and admission rate', 'The mean hematocrit', 'However , transfusion rate , presence of hepatomegaly , splenomegaly , and jaundice', 'any significant side-effect']","[2, 2, 2, 3, 4, 4, 5, 5, 5, 6, 7, 8]","['ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o', 'ss_o']",23356250
118,"['children with high-functioning autism spectrum disorders ( ASD ) and clinically significant anxiety .', 'children', 'high-functioning autism spectrum disorders ( ASD ) and clinically significant anxiety', '45 children ( 7-11 years of age ) with high-functioning ASD and clinically significant anxiety', '45 children ( 7-11 years of age )', 'high-functioning ASD and clinically significant anxiety', 'youth with ASD .', 'children with autism spectrum disorders :', 'children', 'autism spectrum disorders']","[0, 0, 0, 1, 1, 1, 8, 0, 0, 0]","['ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'ss_p', 'hl_p', 'hl_p']","['cognitive-behavioral therapy ( CBT )', 'treatment as usual ( TAU )', 'cognitive-behavioral therapy ( CBT )', 'treatment as usual ( TAU )', 'CBT', 'TAU', 'CBT', 'TAU', 'CBT', 'TAU', 'CBT', 'TAU', 'CBT', 'TAU', 'CBT', 'TAU', 'CBT', 'CBT', 'CBT', 'CBT', 'CBT', 'CBT', 'cognitive-behavioral therapy', 'treatment as usual', 'cognitive-behavioral therapy', 'treatment as usual']","[0, 0, 0, 0, 1, 1, 1, 1, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 7, 7, 8, 8, 0, 0, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i']","['efficacy', 'efficacy', 'primary anxiety outcomes .', 'primary anxiety outcomes .', 'treatment responders', 'anxiety symptoms .', 'anxiety symptoms .']","[0, 0, 4, 4, 5, 7, 7]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o']",23357440
119,"['diabetic nephropathy', 'Type 2 diabetic patients ( N.=57 ) were divided', 'Type 2 diabetic patients', 'N.=57', 'Diabetic nephropathy patients', 'Diabetic nephropathy patients', 'type 2 diabetes mellitus patients "" with nephropathy ""', 'type 2 diabetes mellitus patients', 'patients with nephropathy', 'patients', 'early-stage diabetic nephropathy patients', 'early-stage diabetic nephropathy patients']","[0, 1, 1, 1, 2, 2, 8, 8, 9, 9, 0, 0]","['ss_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p', 'ss_p', 'hl_p']","['thiamine ( vitamin B1 )', 'pyridoxine ( vitamin B6 )', 'thiamine ( vitamin B1 )', 'pyridoxine ( vitamin B6 )', 'B6', 'B1+B6', 'B6', 'B1+B6', 'B1+B6', 'B6 .', 'B1+B6', 'B6 .', 'B6', 'B6', 'B1+B6', 'B6', 'B1+B6', 'B6', 'B1+B6', 'B6', 'B1+B6', 'B6', 'thiamine', 'pyridoxine']","[0, 0, 0, 0, 2, 2, 2, 2, 5, 5, 5, 5, 6, 6, 7, 7, 7, 7, 9, 9, 9, 9, 0, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i']","['circulatory AGE-peptide levels', 'circulatory AGE-peptide levels', 'glucose , HbA1c , triglyceride , cholesterol , insulin , C-peptide , thiamine pyrophosphate , pyridoxal phosphate and AGE- peptides', 'glucose , HbA1c , triglyceride , cholesterol , insulin , C-peptide , thiamine pyrophosphate , pyridoxal phosphate and AGE- peptides', 'AGE-peptides', 'AGE-peptides', 'AGE-peptides', 'AGE-peptides', 'HbA1c', 'HbA1c', 'C-peptide', 'C-peptide', 'plasma AGE-peptides', 'plasma AGE-peptides', 'AGE-peptides', 'AGE-peptides', 'C-peptide .', 'C-peptide .', 'Plasma AGE-peptides and C-peptide', 'Plasma AGE-peptides and C-peptide']","[0, 0, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 0, 0]","['ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o']",23392542
120,"['young people with HFA .', 'Eligible patients were children and adolescents with HFA .', 'children and adolescents', 'HFA', 'children with high-functioning autism :', 'children', 'high-functioning autism']","[2, 3, 3, 3, 0, 0, 0]","['ss_p', 'ss_p', 'hl_p', 'hl_p', 'ss_p', 'hl_p', 'hl_p']","['Social Skills Training Group-based Program ( SST-GP )', 'Leisure Activities Group-based Program ( LA-GP )', 'Social Skills Training Group-based Program ( SST-GP )', 'Leisure Activities Group-based Program ( LA-GP )', 'SST', 'LA', 'SST', 'LA', 'SST', 'LA', 'SST', 'LA', 'SST', 'SST', 'SST', 'SST', 'SST-GP', 'LA-GP .', 'SST-GP', 'LA-GP .', 'Social skills']","[2, 2, 2, 2, 4, 4, 4, 4, 6, 6, 6, 6, 7, 7, 8, 8, 9, 9, 9, 9, 0]","['ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'hl_i', 'ss_i', 'ss_i', 'hl_i', 'hl_i', 'ss_i']","['social skills', 'efficacy .', 'perception of facial emotions and quality of life ( QoL )', 'improvement of 2 points in error rates for facial emotion labeling ( DANVA2 ) from baseline .', 'error rates for facial emotion labeling ( DANVA2 )', 'labeling anger', 'ability to recognize anger', 'ability to recognize anger', 'QoL', 'QoL', 'efficacy', 'efficacy', 'Social skills']","[1, 1, 2, 5, 5, 6, 7, 7, 8, 8, 9, 9, 0]","['ss_o', 'ss_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o', 'hl_o', 'ss_o']",23417625
