,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
95,"Recently ,",GPT,and BERT demonstrate the efficacy of Transformer models on various NLP tasks using pre-trained language models on large-scale corpora .,S,"['ADVP', ',', 'NP', 'VP', '.']",GPT BERT,1.0,11.0,23.0,0.0,12.0,demonstrate,2.0,24.0,35.0,9.0,20.0,"['GPT', 'BERT']",['demonstrate'],demonstrate,"['GPT and', 'BERT', 'the efficacy of Transformer models', 'Recently , .']",[],1.0,2.0,24.0,36.0,9.0,21.0,demonstrate,demonstrate,"['GPT and', 'BERT', 'the efficacy of Transformer models', 'Recently , .']",[],2,24,36,9,21,demonstrate,and,"['PROPN', 'VERB']","['GPT', 'demonstrate']",https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,1,"Recently, GPT and BERT demonstrate the efficacy of Transformer models on various NLP tasks using pre-trained language models on large-scale corpora.","['Recently', ',', 'GPT', 'and', 'BERT', 'demonstrate', 'the', 'efficacy', 'of', 'Transformer', 'models', 'on', 'various', 'NLP', 'tasks', 'using', 'pre-trained', 'language', 'models', 'on', 'large-scale', 'corpora', '.']","(2, 3)","(10, 13)",0.0
96,"Surprisingly, these Transformer architectures are suboptimal for language model itself.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",these Transformer architectures,0.0,15.0,46.0,15.0,46.0,are,0.0,47.0,50.0,47.0,50.0,"['these', 'Transformer', 'architectures']",['are'],,,,,,,,,,suboptimal,are suboptimal,"['Surprisingly , these Transformer architectures']",['.'],0,47,62,47,62,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,2,"Surprisingly, these Transformer architectures are suboptimal for language model itself.","['Surprisingly,', 'these', 'Transformer', 'architectures', 'are', 'suboptimal', 'for', 'language', 'model', 'itself.']",,,
97,Neither self-attention nor the positional encoding in the Transformer is able to efficiently incorporate the word-level sequential context crucial to language modeling.,,,S,"['NP', 'VP', '.']",Neither self attention the positional encoding,0.0,0.0,52.0,0.0,52.0,is,0.0,72.0,74.0,72.0,74.0,"['Neither', 'self', 'attention', 'the', 'positional', 'encoding']",['is'],,,,,,,,,,able,is able,['Neither self - attention nor the positional encoding in the Transformer'],['.'],0,72,80,72,80,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,3,Neither self-attention nor the positional encoding in the Transformer is able to efficiently incorporate the word-level sequential context crucial to language modeling.,"['Neither', 'self-attention', 'nor', 'the', 'positional', 'encoding', 'in', 'the', 'Transformer', 'is', 'able', 'to', 'efficiently', 'incorporate', 'the', 'word-level', 'sequential', 'context', 'crucial', 'to', 'language', 'modeling.']",,,
98,"In this paper, we explore effective Transformer architectures for language model, including adding additional LSTM layers to better capture the sequential context while still keeping the computation efficient.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,explore,0.0,19.0,26.0,19.0,26.0,['we'],['explore'],,,,,,,,,,explore,explore,"[',', 'we']","['effective Transformer architectures for language model , including adding additional LSTM layers to better capture the sequential context while still keeping the computation efficient .']",0,19,27,19,27,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,4,"In this paper, we explore effective Transformer architectures for language model, including adding additional LSTM layers to better capture the sequential context while still keeping the computation efficient.","['In', 'this', 'paper,', 'we', 'explore', 'effective', 'Transformer', 'architectures', 'for', 'language', 'model,', 'including', 'adding', 'additional', 'LSTM', 'layers', 'to', 'better', 'capture', 'the', 'sequential', 'context', 'while', 'still', 'keeping', 'the', 'computation', 'efficient.']",,,
99,We propose Coordinate Architecture Search (CAS) to find an effective architecture through iterative refinement of the model.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,propose,0.0,3.0,10.0,3.0,10.0,['We'],"['propose', 'find']",,,,,,,,,,propose,propose,['We'],['Coordinate Architecture Search ( CAS ) to find an effective architecture through iterative refinement of the model'],0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,5,We propose Coordinate Architecture Search (CAS) to find an effective architecture through iterative refinement of the model.,"['We', 'propose', 'Coordinate', 'Architecture', 'Search', '(CAS)', 'to', 'find', 'an', 'effective', 'architecture', 'through', 'iterative', 'refinement', 'of', 'the', 'model.']",,,
100,"Experimental results on the PTB, WikiText-2, and WikiText-103 show that CAS achieves perplexities between 20.42 and 34.11 on all problems, i.e.",,,S,"['NP', 'VP']",Experimental results,0.0,0.0,20.0,0.0,20.0,show,0.0,64.0,68.0,64.0,68.0,"['Experimental', 'results']",['show'],,,,,,,,,,results,results,"['Experimental on the PTB , WikiText-2 , and WikiText-103 show that CAS achieves perplexities between 20.42 and 34.11 on all problems , i.e.']",[],0,13,21,13,21,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,6,"Experimental results on the PTB, WikiText-2, and WikiText-103 show that CAS achieves perplexities between 20.42 and 34.11 on all problems, i.e.","['Experimental', 'results', 'on', 'the', 'PTB,', 'WikiText-2,', 'and', 'WikiText-103', 'show', 'that', 'CAS', 'achieves', 'perplexities', 'between', '20.42', 'and', '34.11', 'on', 'all', 'problems,', 'i.e.']",,,
101,on average an improvement of 12.0 perplexity units compared to state-of-the-art LSTMs.,,,NP,"['PP', 'NP', '.']",an improvement,0.0,11.0,25.0,11.0,25.0,,,,,,,"['an', 'improvement']",[],,,,,,,,,,average,average,[],['an improvement of 12.0 perplexity units compared to state - of - the - art LSTMs .'],0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,7,on average an improvement of 12.0 perplexity units compared to state-of-the-art LSTMs.,"['on', 'average', 'an', 'improvement', 'of', '12.0', 'perplexity', 'units', 'compared', 'to', 'state-of-the-art', 'LSTMs.']",,,
102,The source code is publicly available.,,,S,"['NP', 'VP', '.']",The source code,0.0,0.0,15.0,0.0,15.0,is,0.0,16.0,18.0,16.0,18.0,"['The', 'source', 'code']",['is'],,,,,,,,,,publicly,is publicly,['The source code'],[],0,16,28,16,28,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Abstract,8,The source code is publicly available.,"['The', 'source', 'code', 'is', 'publicly', 'available.']",,,
103,Language Models with Transformers.,,,NP,"['NP', 'PP', '.']",Language Models,0.0,0.0,15.0,0.0,15.0,,,,,,,"['Language', 'Models']",[],,,,,,,,,,Language,Language,[],['Models with Transformers .'],0,0,9,0,9,,,,,https://www.semanticscholar.org/paper/Language-Models-with-Transformers-Wang-Li/8cd4054b41936ba0889edc26be8969c3dc8491d8,10,Title,0,Language Models with Transformers.,"['Language', 'Models', 'with', 'Transformers.']",,,
104,,"Pre - trained deep neural network language models such as ELMo , GPT , BERT and XLNet",have recently achieved state - of - the - art performance on a variety of language understanding tasks .,S,"['NP', 'VP', '.']",Pre - deep neural network language models,1.0,0.0,49.0,0.0,49.0,have achieved,2.0,86.0,108.0,0.0,22.0,"['Pre', '-', 'deep', 'neural', 'network', 'language', 'models']","['have', 'achieved']",achieved,"['Pre - trained deep neural network language models such as ELMo , GPT , BERT and XLNet have recently .']",[],1.0,2.0,100.0,109.0,14.0,23.0,state,state,"['Pre - trained deep neural network language models such as ELMo , GPT , BERT and XLNet have recently achieved .']",['-'],2,109,115,23,29,have,have,"['ADJ', 'VERB', 'NOUN']","['Pre', 'achieved', 'state']",https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,0,"Pre-trained deep neural network language models such as ELMo, GPT, BERT and XLNet have recently achieved state-of-the-art performance on a variety of language understanding tasks.","['Pre', '-', 'trained', 'deep', 'neural', 'network', 'language', 'models', 'such', 'as', 'ELMo', ',', 'GPT', ',', 'BERT', 'and', 'XLNet', 'have', 'recently', 'achieved', 'state', '-', 'of', '-', 'the', '-', 'art', 'performance', 'on', 'a', 'variety', 'of', 'language', 'understanding', 'tasks', '.']","(0, 17)","(0, 85)",65.0
105,"However ,",their,"size makes them impractical for a number of scenarios , especially on mobile and edge devices .",S,"['ADVP', ',', 'NP', 'VP', '.']",size,2.0,16.0,20.0,0.0,4.0,makes,2.0,21.0,26.0,5.0,10.0,['size'],['makes'],makes,"['However', 'their size']",['.'],1.0,2.0,21.0,27.0,5.0,11.0,makes,makes,"['However', 'their size']",['.'],2,21,27,5,11,makes,size,"['DET', 'NOUN', 'VERB']","['their', 'size', 'makes']",https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,1,"However, their size makes them impractical for a number of scenarios, especially on mobile and edge devices.","['However', ',', 'their', 'size', 'makes', 'them', 'impractical', 'for', 'a', 'number', 'of', 'scenarios', ',', 'especially', 'on', 'mobile', 'and', 'edge', 'devices', '.']","(2, 3)","(9, 14)",-1.0
106,"However , their size makes",them,"impractical for a number of scenarios , especially on mobile and edge devices .",S,"['ADVP', ',', 'NP', 'VP', '.']",size,0.0,16.0,20.0,16.0,20.0,makes,0.0,21.0,26.0,21.0,26.0,['size'],['makes'],makes,"['However', 'their size']",['.'],-1.0,0.0,21.0,27.0,21.0,27.0,makes,makes,"['However', 'their size']",['.'],0,21,27,21,27,,impractical,"['PRON', 'ADJ', 'VERB']","['them', 'impractical', 'makes']",https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,1,"However, their size makes them impractical for a number of scenarios, especially on mobile and edge devices.","['However', ',', 'their', 'size', 'makes', 'them', 'impractical', 'for', 'a', 'number', 'of', 'scenarios', ',', 'especially', 'on', 'mobile', 'and', 'edge', 'devices', '.']","(5, 6)","(26, 30)",-1.0
107,"In particular , the input word embedding matrix accounts for a significant proportion of",the model 's,"memory footprint , due to the large input vocabulary and embedding dimensions .",S,"['PP', ',', 'NP', 'VP', '.']",the input word matrix,0.0,16.0,47.0,16.0,47.0,,,,,,,"['the', 'input', 'word', 'matrix']",[],embedding,[],"['matrix', ""accounts for a significant proportion of the model 's memory footprint , due to the large input vocabulary and embedding dimensions .""]",-1.0,0.0,31.0,41.0,31.0,41.0,embedding,embedding,[],"['matrix', ""accounts for a significant proportion of the model 's memory footprint , due to the large input vocabulary and embedding dimensions .""]",0,31,41,31,41,embedding,memory,"['NOUN', 'ADP', 'NOUN']","['model', 'of', 'proportion']",https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,2,"In particular, the input word embedding matrix accounts for a significant proportion of the model's memory footprint, due to the large input vocabulary and embedding dimensions.","['In', 'particular', ',', 'the', 'input', 'word', 'embedding', 'matrix', 'accounts', 'for', 'a', 'significant', 'proportion', 'of', 'the', 'model', ""'s"", 'memory', 'footprint', ',', 'due', 'to', 'the', 'large', 'input', 'vocabulary', 'and', 'embedding', 'dimensions', '.']","(14, 17)","(88, 100)",-1.0
108,"Knowledge distillation techniques have had success at compressing large neural network models, but they are ineffective at yielding student models with vocabularies different from the original teacher models.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,but,0.0,96.0,99.0,96.0,99.0,"['Knowledge', 'distillation', 'techniques', 'they']","['have', 'had', 'are']",,,,,,,,,,had,had,['Knowledge distillation techniques have'],[],0,39,43,39,43,,,,,https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,3,"Knowledge distillation techniques have had success at compressing large neural network models, but they are ineffective at yielding student models with vocabularies different from the original teacher models.","['Knowledge', 'distillation', 'techniques', 'have', 'had', 'success', 'at', 'compressing', 'large', 'neural', 'network', 'models,', 'but', 'they', 'are', 'ineffective', 'at', 'yielding', 'student', 'models', 'with', 'vocabularies', 'different', 'from', 'the', 'original', 'teacher', 'models.']",,,
109,We introduce a novel knowledge distillation technique for training a student model with a significantly smaller vocabulary as well as lower embedding and hidden state dimensions.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,introduce,0.0,3.0,12.0,3.0,12.0,['We'],['introduce'],,,,,,,,,,introduce,introduce,['We'],"['a novel knowledge distillation technique', 'for training a student model with a significantly smaller vocabulary as well as lower embedding and hidden state dimensions', '.']",0,3,13,3,13,,,,,https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,4,We introduce a novel knowledge distillation technique for training a student model with a significantly smaller vocabulary as well as lower embedding and hidden state dimensions.,"['We', 'introduce', 'a', 'novel', 'knowledge', 'distillation', 'technique', 'for', 'training', 'a', 'student', 'model', 'with', 'a', 'significantly', 'smaller', 'vocabulary', 'as', 'well', 'as', 'lower', 'embedding', 'and', 'hidden', 'state', 'dimensions.']",,,
110,"Specifically, we employ a dual-training mechanism that trains the teacher and student models simultaneously to obtain optimal word embeddings for the student vocabulary.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,employ,0.0,18.0,24.0,18.0,24.0,['we'],['employ'],,,,,,,,,,employ,employ,"['we', 'Specifically', ',']","['a dual - training mechanism', 'trains the teacher and student models', 'that simultaneously to obtain optimal word embeddings for the student vocabulary .']",0,18,25,18,25,,,,,https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,5,"Specifically, we employ a dual-training mechanism that trains the teacher and student models simultaneously to obtain optimal word embeddings for the student vocabulary.","['Specifically,', 'we', 'employ', 'a', 'dual-training', 'mechanism', 'that', 'trains', 'the', 'teacher', 'and', 'student', 'models', 'simultaneously', 'to', 'obtain', 'optimal', 'word', 'embeddings', 'for', 'the', 'student', 'vocabulary.']",,,
111,We combine this approach with learning shared projection matrices that transfer layer-wise knowledge from the teacher model to the student model.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,combine,0.0,3.0,10.0,3.0,10.0,['We'],['combine'],,,,,,,,,,combine,combine,[],['We this approach with learning shared projection matrices that transfer layer - wise knowledge from the teacher model to the student model .'],0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,6,We combine this approach with learning shared projection matrices that transfer layer-wise knowledge from the teacher model to the student model.,"['We', 'combine', 'this', 'approach', 'with', 'learning', 'shared', 'projection', 'matrices', 'that', 'transfer', 'layer-wise', 'knowledge', 'from', 'the', 'teacher', 'model', 'to', 'the', 'student', 'model.']",,,
112,"Our method is able to compress the BERT_BASE model by more than 60x, with only a minor drop in downstream task metrics, resulting in a language model with a footprint of under 7MB.",,,S,"['NP', 'VP', '.']",method,0.0,4.0,10.0,4.0,10.0,is,0.0,11.0,13.0,11.0,13.0,['method'],['is'],,,,,,,,,,able,is able,['Our method'],"['to', 'compress the BERT_BASE model by more than 60x with only a minor drop in downstream task metrics , resulting in a language model with a footprint of under 7 MB', ',']",0,11,19,11,19,,,,,https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5,11,Abstract,7,"Our method is able to compress the BERT_BASE model by more than 60x, with only a minor drop in downstream task metrics, resulting in a language model with a footprint of under 7MB.","['Our', 'method', 'is', 'able', 'to', 'compress', 'the', 'BERT_BASE', 'model', 'by', 'more', 'than', '60x,', 'with', 'only', 'a', 'minor', 'drop', 'in', 'downstream', 'task', 'metrics,', 'resulting', 'in', 'a', 'language', 'model', 'with', 'a', 'footprint', 'of', 'under', '7MB.']",,,
