,split_0,split_1,split_2,averb,averb-s,averb-o,averb-relation,root,root-full,root-s,root-o,fverb,fword,apos,apos-w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span
120,"The GPT and similar models have been shown to capture semantic and syntactic features, and also a notable amount of ""common-sense"" knowledge, which we hypothesize are important features for recognizing a more diverse set of relations.",,,,,,,shown,have been shown,['The GPT and similar models'],[],,,,,https://www.semanticscholar.org/paper/Fine-tuning-Pre-Trained-Transformer-Language-Models-Alt-H%C3%BCbner/68e686817f2c33cd09ba3805fa082348f18affd9,13,Abstract,4,"The GPT and similar models have been shown to capture semantic and syntactic features, and also a notable amount of ""common-sense"" knowledge, which we hypothesize are important features for recognizing a more diverse set of relations.","['The', 'GPT', 'and', 'similar', 'models', 'have', 'been', 'shown', 'to', 'capture', 'semantic', 'and', 'syntactic', 'features,', 'and', 'also', 'a', 'notable', 'amount', 'of', '""common-sense""', 'knowledge,', 'which', 'we', 'hypothesize', 'are', 'important', 'features', 'for', 'recognizing', 'a', 'more', 'diverse', 'set', 'of', 'relations.']",
121,"By extending the GPT to the distantly supervised setting, and fine-tuning it on the NYT10 dataset, we show that it predicts a larger set of distinct relation types with high confidence.",,,,,,,show,show,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Fine-tuning-Pre-Trained-Transformer-Language-Models-Alt-H%C3%BCbner/68e686817f2c33cd09ba3805fa082348f18affd9,13,Abstract,5,"By extending the GPT to the distantly supervised setting, and fine-tuning it on the NYT10 dataset, we show that it predicts a larger set of distinct relation types with high confidence.","['By', 'extending', 'the', 'GPT', 'to', 'the', 'distantly', 'supervised', 'setting,', 'and', 'fine-tuning', 'it', 'on', 'the', 'NYT10', 'dataset,', 'we', 'show', 'that', 'it', 'predicts', 'a', 'larger', 'set', 'of', 'distinct', 'relation', 'types', 'with', 'high', 'confidence.']",
122,"Manual and automated evaluation of our model shows that it achieves a state-of-the-art AUC score of 0.422 on the NYT10 dataset, and performs especially well at higher recall levels.",,,,,,,shows,shows,['Manual and automated evaluation of our model'],[],,,,,https://www.semanticscholar.org/paper/Fine-tuning-Pre-Trained-Transformer-Language-Models-Alt-H%C3%BCbner/68e686817f2c33cd09ba3805fa082348f18affd9,13,Abstract,6,"Manual and automated evaluation of our model shows that it achieves a state-of-the-art AUC score of 0.422 on the NYT10 dataset, and performs especially well at higher recall levels.","['Manual', 'and', 'automated', 'evaluation', 'of', 'our', 'model', 'shows', 'that', 'it', 'achieves', 'a', 'state-of-the-art', 'AUC', 'score', 'of', '0.422', 'on', 'the', 'NYT10', 'dataset,', 'and', 'performs', 'especially', 'well', 'at', 'higher', 'recall', 'levels.']",
123,Fine-tuning Pre-Trained Transformer Language Models to Distantly Supervised Relation Extraction.,,,,,,,tuning,tuning,[],[],,,,,https://www.semanticscholar.org/paper/Fine-tuning-Pre-Trained-Transformer-Language-Models-Alt-H%C3%BCbner/68e686817f2c33cd09ba3805fa082348f18affd9,13,Title,0,Fine-tuning Pre-Trained Transformer Language Models to Distantly Supervised Relation Extraction.,"['Fine-tuning', 'Pre-Trained', 'Transformer', 'Language', 'Models', 'to', 'Distantly', 'Supervised', 'Relation', 'Extraction.']",
124,Leveraging multilingual parallel texts to automatically generate paraphrases has drawn much attention as size of high-quality paraphrase corpus is limited.,,,,,,,to,to,[],[],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,0,Leveraging multilingual parallel texts to automatically generate paraphrases has drawn much attention as size of high-quality paraphrase corpus is limited.,"['Leveraging', 'multilingual', 'parallel', 'texts', 'to', 'automatically', 'generate', 'paraphrases', 'has', 'drawn', 'much', 'attention', 'as', 'size', 'of', 'high-quality', 'paraphrase', 'corpus', 'is', 'limited.']",
125,"Round-trip translation, also known as the pivoting method, is a typical approach to this end.",,,,,,,approach,is approach,"['Round', '- trip translation , also known as the pivoting method ,']",[],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,1,"Round-trip translation, also known as the pivoting method, is a typical approach to this end.","['Round-trip', 'translation,', 'also', 'known', 'as', 'the', 'pivoting', 'method,', 'is', 'a', 'typical', 'approach', 'to', 'this', 'end.']",
126,"However, we notice that the pivoting process involves multiple machine translation models and is likely to incur semantic drift during the two-step translations.",,,,,,,notice,notice,"['However', ',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,2,"However, we notice that the pivoting process involves multiple machine translation models and is likely to incur semantic drift during the two-step translations.","['However,', 'we', 'notice', 'that', 'the', 'pivoting', 'process', 'involves', 'multiple', 'machine', 'translation', 'models', 'and', 'is', 'likely', 'to', 'incur', 'semantic', 'drift', 'during', 'the', 'two-step', 'translations.']",
127,"In this paper, inspired by the Transformer-based language models, we propose a simple and unified paraphrasing model, which is purely trained on multilingual parallel data and can conduct zero-shot paraphrase generation in one step.",,,,,,,propose,propose,['we'],"['a simple and unified paraphrasing model , which is purely trained on multilingual parallel data and can conduct zero - shot paraphrase generation in one step .']",,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,3,"In this paper, inspired by the Transformer-based language models, we propose a simple and unified paraphrasing model, which is purely trained on multilingual parallel data and can conduct zero-shot paraphrase generation in one step.","['In', 'this', 'paper,', 'inspired', 'by', 'the', 'Transformer-based', 'language', 'models,', 'we', 'propose', 'a', 'simple', 'and', 'unified', 'paraphrasing', 'model,', 'which', 'is', 'purely', 'trained', 'on', 'multilingual', 'parallel', 'data', 'and', 'can', 'conduct', 'zero-shot', 'paraphrase', 'generation', 'in', 'one', 'step.']",
128,"Compared with the pivoting approach, paraphrases generated by our model is more semantically similar to the input sentence.",,,,,,,semantically,is semantically,['paraphrases generated by our model'],[],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,4,"Compared with the pivoting approach, paraphrases generated by our model is more semantically similar to the input sentence.","['Compared', 'with', 'the', 'pivoting', 'approach,', 'paraphrases', 'generated', 'by', 'our', 'model', 'is', 'more', 'semantically', 'similar', 'to', 'the', 'input', 'sentence.']",
129,"Moreover, since our model shares the same architecture as GPT (Radford et al., 2018), we are able to pre-train the model on large-scale unparallel corpus, which further improves the fluency of the output sentences.",,,,,,,able,are able,['we'],[],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,5,"Moreover, since our model shares the same architecture as GPT (Radford et al., 2018), we are able to pre-train the model on large-scale unparallel corpus, which further improves the fluency of the output sentences.","['Moreover,', 'since', 'our', 'model', 'shares', 'the', 'same', 'architecture', 'as', 'GPT', '(Radford', 'et', 'al.,', '2018),', 'we', 'are', 'able', 'to', 'pre-train', 'the', 'model', 'on', 'large-scale', 'unparallel', 'corpus,', 'which', 'further', 'improves', 'the', 'fluency', 'of', 'the', 'output', 'sentences.']",
130,"In addition, we introduce the mechanism of denoising auto-encoder (DAE) to improve diversity and robustness of the model.",,,,,,,introduce,introduce,"[',', 'we']",['the mechanism of denoising auto - encoder ( DAE ) to improve diversity and robustness of the model'],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,6,"In addition, we introduce the mechanism of denoising auto-encoder (DAE) to improve diversity and robustness of the model.","['In', 'addition,', 'we', 'introduce', 'the', 'mechanism', 'of', 'denoising', 'auto-encoder', '(DAE)', 'to', 'improve', 'diversity', 'and', 'robustness', 'of', 'the', 'model.']",
131,"Experimental results show that our model surpasses the pivoting method in terms of relevance, diversity, fluency and efficiency.",,,,,,,show,show,"['Experimental', 'results']",[],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Abstract,7,"Experimental results show that our model surpasses the pivoting method in terms of relevance, diversity, fluency and efficiency.","['Experimental', 'results', 'show', 'that', 'our', 'model', 'surpasses', 'the', 'pivoting', 'method', 'in', 'terms', 'of', 'relevance,', 'diversity,', 'fluency', 'and', 'efficiency.']",
132,Zero-Shot Paraphrase Generation with Multilingual Language Models.,,,,,,,Shot,Shot,[],[],,,,,https://www.semanticscholar.org/paper/Zero-Shot-Paraphrase-Generation-with-Multilingual-Guo-Liao/68d8eced6b881e408a61bd2dd642c5a11ebb9192,14,Title,0,Zero-Shot Paraphrase Generation with Multilingual Language Models.,"['Zero-Shot', 'Paraphrase', 'Generation', 'with', 'Multilingual', 'Language', 'Models.']",
133,"Automatic question generation aims at the generation of questions from a context, with the corresponding answers being sub-spans of the given passage.",,,,,,,question,question,['Automatic'],[],,,,,https://www.semanticscholar.org/paper/Learning-to-Answer-by-Learning-to-Ask%3A-Getting-the-Klein-Nabi/c1ac3fbf530bf2eb207aa1a20dd14c8ed9f6766b,15,Abstract,0,"Automatic question generation aims at the generation of questions from a context, with the corresponding answers being sub-spans of the given passage.","['Automatic', 'question', 'generation', 'aims', 'at', 'the', 'generation', 'of', 'questions', 'from', 'a', 'context,', 'with', 'the', 'corresponding', 'answers', 'being', 'sub-spans', 'of', 'the', 'given', 'passage.']",
134,"Whereas, most of the methods mostly rely on heuristic rules to generate questions, more recently also neural network approaches have been proposed.",,,,,,,proposed,have been proposed,"['Whereas', ',', 'most of the methods mostly rely on heuristic rules to generate questions', ',', 'more recently also neural network approaches']",[],,,,,https://www.semanticscholar.org/paper/Learning-to-Answer-by-Learning-to-Ask%3A-Getting-the-Klein-Nabi/c1ac3fbf530bf2eb207aa1a20dd14c8ed9f6766b,15,Abstract,1,"Whereas, most of the methods mostly rely on heuristic rules to generate questions, more recently also neural network approaches have been proposed.","['Whereas,', 'most', 'of', 'the', 'methods', 'mostly', 'rely', 'on', 'heuristic', 'rules', 'to', 'generate', 'questions,', 'more', 'recently', 'also', 'neural', 'network', 'approaches', 'have', 'been', 'proposed.']",
135,"In this work, we propose a variant of the self-attention Transformer network architectures model to generate meaningful and diverse questions.",,,,,,,propose,propose,['we'],['a variant of the self - attention Transformer network architectures model to generate meaningful and diverse questions'],,,,,https://www.semanticscholar.org/paper/Learning-to-Answer-by-Learning-to-Ask%3A-Getting-the-Klein-Nabi/c1ac3fbf530bf2eb207aa1a20dd14c8ed9f6766b,15,Abstract,2,"In this work, we propose a variant of the self-attention Transformer network architectures model to generate meaningful and diverse questions.","['In', 'this', 'work,', 'we', 'propose', 'a', 'variant', 'of', 'the', 'self-attention', 'Transformer', 'network', 'architectures', 'model', 'to', 'generate', 'meaningful', 'and', 'diverse', 'questions.']",
136,"To this end, we propose an easy to use model consisting of the conjunction of the Transformer decoder GPT-2 model with Transformer encoder",BERT,for the downstream task for question answering.,propose,['we'],[],-1.0,propose,propose,['we'],[],,for,"['NOUN', 'NOUN', 'ADP']","['BERT', 'encoder', 'with']",https://www.semanticscholar.org/paper/Learning-to-Answer-by-Learning-to-Ask%3A-Getting-the-Klein-Nabi/c1ac3fbf530bf2eb207aa1a20dd14c8ed9f6766b,15,Abstract,3,"To this end, we propose an easy to use model consisting of the conjunction of the Transformer decoder GPT-2 model with Transformer encoder BERT for the downstream task for question answering.","['To', 'this', 'end,', 'we', 'propose', 'an', 'easy', 'to', 'use', 'model', 'consisting', 'of', 'the', 'conjunction', 'of', 'the', 'Transformer', 'decoder', 'GPT-2', 'model', 'with', 'Transformer', 'encoder', 'BERT', 'for', 'the', 'downstream', 'task', 'for', 'question', 'answering.']","(23, 24)"
137,"The model is trained in an end-to-end fashion, where the language model is trained to produce a question-answer-aware input representation that facilitates to generate an answer focused question.",,,,,,,trained,is trained,['The model'],[],,,,,https://www.semanticscholar.org/paper/Learning-to-Answer-by-Learning-to-Ask%3A-Getting-the-Klein-Nabi/c1ac3fbf530bf2eb207aa1a20dd14c8ed9f6766b,15,Abstract,4,"The model is trained in an end-to-end fashion, where the language model is trained to produce a question-answer-aware input representation that facilitates to generate an answer focused question.","['The', 'model', 'is', 'trained', 'in', 'an', 'end-to-end', 'fashion,', 'where', 'the', 'language', 'model', 'is', 'trained', 'to', 'produce', 'a', 'question-answer-aware', 'input', 'representation', 'that', 'facilitates', 'to', 'generate', 'an', 'answer', 'focused', 'question.']",
